,solution_id,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_good_obs_ac,astrometric_n_bad_obs_al,astrometric_n_bad_obs_ac,astrometric_delta_q,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_primary_flag,astrometric_relegation_factor,astrometric_weight_al,astrometric_weight_ac,astrometric_priors_used,matched_observations,duplicated_source,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_variable_flag,l,b,ecl_lon,ecl_lat
123,1635378410781933568,10136122991360,1060959246,2015.0,45.15124743793165,45.30724024723078,0.2310246097248655,21.02821959311356,,,,,,,-0.99965,,,,,,,,,,62,0,61,0,1,0,,0.2599729101574712,0.07652477302981323,False,1.0114197,0.21130806,,2,8,False,0.72972643,0.9669525,0.6674566999999999,0.871159,-155.98372,23.157116000000002,-35.77186,23.307228,62,412.1835730408711,3.7024896592150114,18.987043364761075,NOT_AVAILABLE,176.86824794400826,-48.6334119677635,42.75689253415907,-16.159407406885418
