,solution_id,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_good_obs_ac,astrometric_n_bad_obs_al,astrometric_n_bad_obs_ac,astrometric_delta_q,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_primary_flag,astrometric_relegation_factor,astrometric_weight_al,astrometric_weight_ac,astrometric_priors_used,matched_observations,duplicated_source,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_variable_flag,l,b,ecl_lon,ecl_lat
343,1635378410781933568,26766236385280,238792063,2015.0,44.984253555206706,56.98110241306574,0.34579167484162004,21.46463313807117,,,,,,,-0.93025,,,,,,,,,,36,0,34,0,2,0,,1.6699606189886806,0.9700073521397524,False,1.1474351999999999,0.030717563,,2,6,False,0.05308869,0.9765418,0.013310575,0.9082491,-154.68536,20.959646,-18.976570000000002,20.942802,33,114.84182535588688,3.0165408548951844,20.37451984688453,NOT_AVAILABLE,176.5675683449746,-48.67344794312165,42.62561689806391,-16.000830752982267
