id,source_id,asassn_name,other_names,raj2000,dej2000,l,b,mean_vmag,amplitude,period,variable_type,class_probability,lksl_statistic,rfr_score,epoch_hjd,gdr2_id,phot_g_mean_mag,e_phot_g_mean_mag,phot_bp_mean_mag,e_phot_bp_mean_mag,phot_rp_mean_mag,e_phot_rp_mean_mag,bp_rp,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,vt,dist,allwise_id,j_mag,e_j_mag,h_mag,e_h_mag,k_mag,e_k_mag,w1_mag,e_w1_mag,w2_mag,e_w2_mag,w3_mag,e_w3_mag,w4_mag,e_w4_mag,j_k,w1_w2,w3_w4,apass_dr9_id,apass_vmag,e_apass_vmag,apass_bmag,e_apass_bmag,apass_gpmag,e_apass_gpmag,apass_rpmag,e_apass_rpmag,apass_ipmag,e_apass_ipmag,b_v,e_b_v,vector_x,vector_y,vector_z,reference,periodic,classified,asassn_discovery,created_at,updated_at,edr3_source_id,galex_id,FUVmag,e_FUVmag,NUVmag,e_NUVmag,tic_id,pm,ruwe
0000374f-8986-535a-9de2-6c1847d5c907,136101,ASASSN-V J221121.85-290944.6,ASAS J221122-2909.8,332.84103,-29.1624,20.01945,-54.82383,13.56,0.4,0.368478,EW,1.0,0.07,0.97,2457942.89757,6615185839926932480,13.48593,0.007385,13.731825,0.021568,13.057212,0.021846,0.674613,1.0624,0.016,66.561,-5.744,0.016,-12.692,0.014,73.0533246300945,903.918335,J221121.89-290945.1,12.837,0.024,12.603,0.028,12.602,0.03,12.271,0.024,12.309,0.025,11.813,0.285,8.437,,0.235,-0.038,3.376,58317028,13.566,0.185,14.076,0.208,13.778,0.204,13.456,0.191,13.359,0.194,0.51,0.016,0.776961412601274,-0.398600841713056,-0.487286704430027,The ASAS-SN Catalog of Variable Stars: II,true,true,false,2019-04-16 09:55:11 UTC,2021-08-05 16:31:00 UTC,EDR3 6615185839926932224,GALEX J221121.8-290945,22.2101,0.4561,17.7299,0.0318,TIC 441157335,13.931,0.967
000037ed-d09d-57c4-9ccf-906521333f35,AP2945282,ASASSN-V J011050.90+480630.0,,17.71208,48.10833,126.27871,-14.63724,11.6,0.3,16.7417819,EA,0.99,0.34,0.84,2457363.86052,401523955495860608,11.466497,0.002798,11.724975,0.002917,11.050748,0.003817,0.674227,1.2025,0.0334,36.0417,-1.303,0.035,-3.035,0.021,19.6874398717539,795.210754,J011050.88+480630.1,10.592,0.023,10.394,0.022,10.33,0.018,10.295,0.023,10.314,0.02,10.277,0.052,9.532,,0.262,-0.019,0.745,2945282,11.586,0.02,12.072,0.012,11.798,0.041,11.455,0.008,11.393,0.067,0.486,0.138,0.636072439026834,0.203144385064174,0.744408631819482,The ASAS-SN Catalog of Variable Stars: IX,true,true,true,2019-08-02 14:23:17 UTC,2021-08-10 17:47:21 UTC,EDR3 401523955495860608,,,,,,TIC 240902364,3.303,1.49
00008a95-cf2c-567e-be66-4c309074e480,421359,ASASSN-V J171856.79-434355.6,ASAS J171857-4343.9,259.73664,-43.73212,344.67875,-3.59326,11.6,0.41,62.3569277,SR,1.0,0.55,0.72,2457876.78292,5953513039571100672,8.801087,0.006162,11.872985,0.028831,7.298101,0.010512,4.574884,1.3383,0.0591,22.6523,-7.894,0.075,-18.004,0.055,132.118412906932,705.288574,J171856.84-434356.3,4.545,0.224,3.361,0.168,3.023,0.266,3.024,0.445,2.528,0.316,2.215,0.018,1.391,0.018,1.522,0.496,0.824,51789474,11.988,0.121,13.686,0.123,12.894,0.137,10.856,0.26,8.083,0.0,1.698,1.864,-0.128744193732411,-0.711017854802828,-0.69128759769851,The ASAS-SN Catalog of Variable Stars: II,true,true,false,2019-04-16 09:55:40 UTC,2021-08-05 16:46:04 UTC,EDR3 5953513039571101056,,,,,,TIC 217034172,19.658,1.018
0000955a-fbf6-5867-a847-7ebdc8c5af7d,AP41132326,ASASSN-V J101946.97-561913.1,,154.94571,-56.3203,283.00791,0.56875,14.79,0.29,3.7314905,EA,1.0,0.31,0.85,2457903.63712,5354898811592132608,14.620527,0.002779,15.190893,0.003429,13.893746,0.003962,1.297147,0.3578,0.0188,19.0391,-6.84,0.021,4.019,0.02,14.6341146594269,2569.61597,J101946.97-561913.5,12.922,0.034,12.6,0.033,12.502,0.034,12.224,0.022,12.294,0.023,12.024,0.218,9.115,,0.42,-0.07,2.909,41132326,14.769,0.0,15.733,0.044,15.265,0.0,,,,,0.964,1.741,-0.502370354204171,0.234838921556524,-0.832150652309391,The ASAS-SN Catalog of Variable Stars: V,true,true,true,2019-05-23 08:41:40 UTC,2021-08-05 17:41:50 UTC,EDR3 5354898811592132352,,,,,,TIC 463863546,7.934,0.971
0000b25b-1f49-5cbb-bed3-5124db6e1a6e,AP27759928,ASASSN-V J180553.56-394143.0,,271.47317,-39.69527,352.72011,-8.97728,14.29,0.52,0.6175789,EA,0.995,0.44,0.89,2457675.5177,4035817082616696832,14.203356,0.002778,14.455462,0.002868,13.787688,0.003851,0.667773,0.3919,0.0217,18.0218,-3.686,0.023,-6.79,0.017,15.9255375291674,2299.52197,J180553.57-394144.0,13.346,0.029,13.173,0.036,13.16,0.037,12.923,0.025,12.983,0.028,12.491,,9.019,,0.186,-0.06,3.472,27759928,14.276,0.031,14.804,0.04,14.469,0.0,14.186,0.0,14.142,0.0,0.528,0.177,0.0197817211368416,-0.76919796078667,-0.638704298271502,The ASAS-SN Catalog of Variable Stars: V,true,true,true,2019-05-23 08:41:38 UTC,2021-08-05 17:39:20 UTC,EDR3 4035817082616696832,,,,,,TIC 329101539,7.727,0.891
0000db53-74bb-5b57-8369-9a156c4a3a42,AP34403376,ASASSN-V J181247.72+034703.9,,273.19883,3.78442,31.90623,10.31859,12.64,0.16,29.3851185,SR,0.998,0.65,0.68,2457918.04897,4470067340221927424,11.549702,0.004263,12.908686,0.01451,10.397126,0.007339,2.51156,0.1938,0.023,8.4313,-3.569,0.023,-6.792,0.021,8.06867392038891,4507.33252,J181247.72+034703.8,8.649,0.026,7.759,0.044,7.474,0.024,7.358,0.034,7.516,0.02,7.314,0.019,7.28,0.116,1.175,-0.158,0.034,34403376,12.609,0.017,14.353,0.039,13.429,0.048,11.991,0.015,10.826,0.073,1.744,0.222,0.0556794394985531,-0.996264754124335,0.0660025734854727,The ASAS-SN Catalog of Variable Stars: IX,true,true,true,2019-04-16 09:56:13 UTC,2021-08-10 17:43:35 UTC,EDR3 4470067340221927680,,,,,,TIC 18965908,7.673,0.959
0000e85a-2f71-5ef5-ab68-12f717986346,216294,ASASSN-V J180626.11-265751.5,OGLE MM1-0886,271.60879,-26.96431,4.0178,-2.98056,15.34,0.37,,VAR,0.355,0.81,0.82,2457465.80323,,18.677578,0.016695,18.359386,0.044774,16.712757,0.042753,1.646629,,,,,,,,,3506.64258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.011,0.0250229365437576,-0.890937816999341,-0.453435396597107,The ASAS-SN Catalog of Variable Stars: II,false,true,false,2019-04-16 09:53:23 UTC,2021-08-05 16:30:07 UTC,EDR3 4063244189720143488,,,,,,TIC 1606467102,,
0000edd0-302c-510f-b687-af8207b4e29e,639957,ASASSN-V J161925.98-532117.2,[MAA2010] V-251,244.85825,-53.35479,331.0102,-2.22426,15.64,0.33,,ROT:,0.806,0.91,0.83,2457833.8403,5932349085721694208,18.767301,0.004051,19.56811,0.040905,17.913507,0.013205,1.654602,-0.2758,0.249,-1.1074,-3.445,0.248,-6.945,0.223,5.89473162107683,6233.83545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.371,-0.253580667010024,-0.540311495550997,-0.802346766114375,The ASAS-SN Catalog of Variable Stars: II,false,true,false,2019-04-16 09:53:53 UTC,2021-08-05 17:13:35 UTC,EDR3 5932349085721693824,,,,,,TIC 1226540692,7.752,1.038
0000fd6b-cd0f-53a3-a9a6-62ccfb3edd1c,476048,ASASSN-V J210752.88+322317.7,,316.97079,32.38835,77.66485,-10.20757,15.26,0.8,,L,0.996,0.23,0.93,2457240.97361,1865212594815600640,12.499154,0.007489,15.316303,0.031981,11.036264,0.018511,4.280039,0.1873,0.0422,4.4417,-3.997,0.031,-5.47,0.038,6.15021549575758,5221.31299,J210752.87+322317.7,8.404,0.024,7.47,0.047,7.096,0.018,6.81,0.061,6.805,0.02,6.154,0.016,5.415,0.035,1.308,0.005,0.739,10964940,,,,,16.276,0.022,14.363,0.045,11.867,0.132,,0.226,0.617288339473346,-0.576219327500663,0.535655105982313,The ASAS-SN Catalog of Variable Stars: I,false,true,true,2019-04-16 09:53:06 UTC,2021-08-05 18:02:27 UTC,EDR3 1865212594815600768,,,,,,TIC 429044325,6.775,1.308
00011a47-bb7a-5367-8333-e3f889291c58,205070,ASASSN-V J202501.92-405824.2,ASAS J202502-4058.4,306.25802,-40.97338,0.11482,-34.46076,9.44,1.71,,VAR,0.372,0.72,0.84,2456935.57046,6680612279339074560,9.291987,0.003008,9.638408,0.00523,8.772928,0.005227,0.865479,14.8305,0.0251,591.3322,52.137,0.023,-31.947,0.019,4306.93234131038,67.2947083,J202502.03-405825.6,8.196,0.026,7.871,0.034,7.748,0.027,7.669,0.029,7.698,0.021,7.672,0.021,7.64,0.211,0.448,-0.029,0.032,58900000,9.524,0.0,10.078,0.047,9.708,0.0,9.336,0.0,9.22,0.0,0.554,0.047,0.446532468518289,-0.608814717346671,-0.655708315107454,The ASAS-SN Catalog of Variable Stars: II,false,true,false,2019-04-16 09:53:24 UTC,2021-08-05 16:50:21 UTC,EDR3 6680612279339074816,GALEX J202502.0-405826,20.7554,0.199,14.5779,0.0073,TIC 290481443,61.146,1.484
00015179-bc83-54db-84cf-92ee4065f66c,AP6965614,ASASSN-V J061409.44+590606.8,WISEJ061409.4+590606,93.53934,59.10188,155.23097,18.4971,14.2,0.28,0.3115159,EW,1.0,0.16,0.92,2457099.83499,999442055171860736,13.977248,0.004982,14.394334,0.013268,13.383927,0.012978,1.010407,1.353,0.0161,84.1376,3.513,0.012,-12.021,0.011,82.285276374061,721.427002,J061409.43+590606.7,12.611,0.022,12.239,0.021,12.137,0.022,12.173,0.023,12.202,0.023,11.993,0.283,8.787,,0.474,-0.029,3.206,6965614,14.231,0.058,14.984,0.122,14.497,0.111,13.968,0.062,13.725,0.053,0.753,0.112,-0.0317011440581984,0.512533645767183,0.858081755674831,The ASAS-SN Catalog of Variable Stars: IX,true,true,false,2019-08-02 14:23:07 UTC,2021-08-10 17:48:47 UTC,EDR3 999442055171860736,,,,,,TIC 322580598,12.524,1.035
000178cf-79f0-55da-aa4f-a04f279ab674,J163510.90-402353.3,ASASSN-V J163510.90-402353.3,Gaia5968955882225284096,248.79542,-40.39813,342.21326,4.82521,15.65,0.4,422.1675227,SR,1.0,0.56,0.72,2458022.51793,5968955882225284096,13.574957,0.007072,16.304863,0.03534,12.121102,0.017582,4.183761,0.1186,0.0457,2.597,-3.332,0.055,0.65,0.041,3.42074148514532,4704.06543,J163510.91-402353.2,9.349,0.021,8.138,0.055,7.635,0.024,7.332,0.029,7.249,0.02,5.923,0.016,4.815,0.028,1.714,0.083,1.108,,,,,,,,,,,,,1.269,-0.275455367739745,-0.709997994274485,-0.648095045891858,The ASAS-SN Catalog of Variable Stars: IX,true,true,false,2019-09-30 17:16:16 UTC,2021-08-10 17:44:36 UTC,EDR3 5968955882225284096,,,,,,TIC 292514417,3.395,1.136
0001c081-00d5-5f78-974e-fedd9e41e1cd,511892,ASASSN-V J171014.74-230207.5,,257.56179,-23.03518,0.55384,9.87865,15.0,0.64,,L,0.996,0.31,0.96,2458366.59957,4115174776669349888,13.305709,0.004753,15.590268,0.020391,11.956129,0.009328,3.634139,0.1191,0.0345,3.4478,-1.536,0.033,0.572,0.026,1.34608032411716,5771.63916,J171014.74-230207.4,9.605,0.023,8.615,0.027,8.227,0.023,8.106,0.023,8.185,0.021,7.956,0.027,7.677,0.199,1.378,-0.079,0.279,,,,,,,,,,,,,0.493,-0.19821271119405,-0.898665101704345,-0.391296251067939,The ASAS-SN Catalog of Variable Stars: I,false,true,true,2019-04-16 09:53:06 UTC,2021-08-05 17:25:40 UTC,EDR3 4115174776669350144,,,,,,TIC 101054287,1.639,1.169
0001c9a2-3ff6-5814-9b90-2a0982045f66,600402,ASASSN-V J134402.74+094539.8,CSS_J134402.7+094539,206.01142,9.76106,340.96171,68.65491,17.69,1.03,,VAR,0.444,0.92,0.83,2457411.09615,3725433535671424000,17.840363,0.009035,18.088568,0.025105,17.403572,0.024446,0.684996,0.2079,0.142,1.4647,2.186,0.15,-14.557,0.1,13.4798960837179,5176.14062,J134402.74+094539.8,,,,,,,16.746,0.082,16.457,0.212,12.694,,8.678,,,0.289,4.016,,,,,,,,,,,,,0.033,-0.885696392644248,-0.432201543960645,0.169539745944722,The ASAS-SN Catalog of Variable Stars: II,false,true,false,2019-04-16 09:53:31 UTC,2021-08-05 17:44:46 UTC,EDR3 3725433535671423872,,,,,,TIC 1002925590,14.721,0.998
00020b5b-3635-50c1-8cba-baa1bfb4f01e,135529,ASASSN-V J002708.83-843634.2,ASAS J002708-8436.6,6.78681,-84.6095,303.607,-32.48688,10.17,0.56,,L,0.867,0.47,0.92,2456885.67119,4617439938870879232,9.581584,0.003332,10.471935,0.007617,8.670968,0.006532,1.800967,0.3627,0.0137,26.5595,15.65,0.015,-5.915,0.016,29.596275107308,2679.47852,J002708.75-843632.4,7.301,0.03,6.573,0.031,6.329,0.026,6.214,0.098,6.281,0.027,6.091,0.015,6.0,0.038,0.972,-0.067,0.091,36039123,10.14,0.022,11.875,0.016,10.987,0.068,,,,,1.735,0.138,0.0932849568296141,0.0111017778655426,-0.995577554667401,The ASAS-SN Catalog of Variable Stars: II,false,true,false,2019-04-16 09:53:57 UTC,2021-08-05 17:44:32 UTC,EDR3 4617439938870879616,,,,,,TIC 318611372,16.731,1.023
00021d3e-f87d-5506-9341-fc35b1f6b39a,J155722.29-475953.7,ASASSN-V J155722.29-475953.7,,239.34288,-47.99825,332.04196,4.08372,13.89,0.31,273.1307971,SR,1.0,0.79,0.58,2458032.49237,5984584757138837504,11.155823,0.003085,13.977057,0.006844,9.716264,0.004636,4.260793,0.5064,0.0604,8.3851,0.622,0.065,-0.891,0.055,2.8696758301136,1794.84619,J155722.29-475953.7,6.924,0.026,5.8,0.017,5.321,0.016,5.159,0.189,5.17,0.064,5.112,0.015,4.953,0.027,1.603,-0.011,0.159,,,,,,,,,,,,,1.651,-0.34120077725505,-0.575628503469853,-0.743124387699399,The ASAS-SN Catalog of Variable Stars: IX,true,true,true,2019-09-30 17:16:11 UTC,2021-08-10 17:45:36 UTC,EDR3 5984584757138837248,,,,,,TIC 292074162,1.087,1.089
00022a2f-a154-56ba-89bc-30970ef74361,64309,ASASSN-V J195229.95+474845.8,T-Cyg1-01898,298.12481,47.81273,81.73262,10.39894,12.84,0.31,0.4373947,EW,1.0,0.13,0.93,2457825.13113,2086455087605592576,12.843844,0.006716,13.154758,0.019682,12.401735,0.018705,0.753022,1.1666,0.0129,90.4959,6.344,0.015,0.136,0.015,35.5250451498444,846.655334,J195229.96+474844.7,12.013,0.021,11.827,0.018,11.757,0.018,11.583,0.023,11.627,0.022,11.826,0.134,9.688,,0.256,-0.044,2.138,14325338,12.988,0.166,13.599,0.292,13.071,0.103,12.722,0.073,12.499,0.142,0.611,0.169,0.316567333782415,-0.592260549159877,0.740953821159412,The ASAS-SN Catalog of Variable Stars: II,true,true,false,2019-04-16 09:55:05 UTC,2021-08-05 16:38:08 UTC,EDR3 2086455087605592448,,,,,,TIC 273874245,6.345,1.114
00023d44-9149-56dd-8918-7c200518e886,AP59142924,ASASSN-V J184426.23-471504.0,,281.10931,-47.25111,348.5925,-18.44503,11.8,0.23,440.7598944,SR,0.992,0.53,0.76,2457163.68758,6705438977020256256,10.730598,0.003592,12.090667,0.012113,9.574702,0.00704,2.515965,0.257,0.0246,10.4596,-1.956,0.022,-4.07,0.02,6.57663584563636,3254.55835,J184426.22-471503.9,7.868,0.018,7.067,0.018,6.726,0.018,6.697,0.072,6.803,0.019,6.609,0.016,6.415,0.063,1.142,-0.106,0.194,59142924,11.823,0.014,13.336,0.058,12.491,0.05,11.303,0.015,10.034,0.0,1.513,0.058,0.130789546592856,-0.666066988548328,-0.734335659809733,The ASAS-SN Catalog of Variable Stars: V,true,true,true,2019-04-16 09:56:54 UTC,2021-08-05 17:53:39 UTC,EDR3 6705438977020256640,,,,,,TIC 1818935418,4.515,1.108
00028740-1be1-5e54-976e-b2d6c2b4dc41,AP53978702,ASASSN-V J124708.27-564808.6,Gaia6060997271902591872,191.78444,-56.80239,302.34002,6.06442,14.73,0.37,230.9368425,SR,1.0,0.52,0.73,2457485.6898,6060997271902592000,12.782694,0.003852,15.156425,0.015641,11.373158,0.008153,3.783267,0.1647,0.0405,4.0657,-3.965,0.029,-1.52,0.036,3.65272298079795,5510.34814,J124708.15-564808.3,8.927,0.039,7.982,0.04,7.55,0.031,7.386,0.028,7.541,0.02,7.133,0.018,6.802,0.057,1.377,-0.155,0.331,53978702,14.817,0.032,16.367,0.109,15.492,0.124,13.98,0.192,11.849,0.03,1.55,0.418,-0.535988003233955,-0.111821823588672,-0.836787153437827,The ASAS-SN Catalog of Variable Stars: V,true,true,false,2019-05-23 08:41:56 UTC,2021-08-05 17:37:23 UTC,EDR3 6060997271902591872,,,,,,TIC 405635428,4.246,1.02
00028781-8973-5104-9163-e61911e0784e,265480,ASASSN-V J105545.83-612911.3,OGLE-GD-ECL-04993,163.94096,-61.48647,289.57988,-1.65035,15.04,0.66,5.2031114,EA,0.998,0.3,0.86,2457754.70476,5241898084639791104,14.500835,0.002807,14.741179,0.003149,14.085415,0.004773,0.655764,0.1063,0.0174,6.1243,-5.219,0.019,1.862,0.019,4.11439541209844,6383.76514,J105545.77-612912.2,13.493,0.032,13.201,0.042,12.982,0.041,12.726,0.027,12.902,0.03,10.549,0.219,8.898,,0.511,-0.176,1.651,38704770,15.095,0.0,15.511,0.0,15.316,0.0,,,,,0.416,1.556,-0.458738084472045,0.132052750577383,-0.878704410436107,The ASAS-SN Catalog of Variable Stars: II,true,true,false,2019-04-16 09:54:43 UTC,2021-08-05 16:44:11 UTC,EDR3 5241898084639790976,,,,,,TIC 914690841,5.541,0.996
00029645-8a68-5e67-8f72-910e66044a95,AP41279591,ASASSN-V J105800.92-530442.3,Gaia5359495697905908992,164.50382,-53.07841,286.25806,6.08176,15.07,0.38,0.4746562,RRD,0.971,0.34,0.83,2458224.7948,5359495697905908736,16.632315,0.009305,17.122908,0.034394,15.835186,0.034972,1.287722,0.0864,0.0408,2.1183,-6.3,0.041,3.816,0.038,5.75215195767092,6069.5332,J105800.74-530440.5,15.086,0.057,14.722,0.077,14.612,0.089,13.984,0.027,14.088,0.043,13.145,,8.916,,0.474,-0.104,4.229,41279591,15.771,0.035,16.31,0.008,16.07,0.235,15.528,0.126,15.303,0.0,0.539,0.469,-0.578884249699475,0.160497247944875,-0.799458353419361,The ASAS-SN Catalog of Variable Stars: V,true,true,false,2019-05-23 08:42:01 UTC,2021-08-05 16:59:45 UTC,EDR3 5359495697905908992,,,,,,TIC 120920048,7.365,1.018
0002a616-e7f7-5d66-903d-d2544d68156a,AP10096428,ASASSN-V J200613.44+132255.4,ATLASJ301.5557+13.3821,301.55598,13.38205,53.63034,-9.9047,13.81,0.23,46.6739186,SR,0.997,0.72,0.63,2457601.99769,1806194590217520640,12.581183,0.003712,14.138958,0.013732,11.371922,0.006663,2.767036,0.0792,0.0246,3.2255,-3.323,0.025,-6.252,0.018,3.91541460133356,8571.33984,J200613.38+132255.6,9.576,0.024,8.642,0.028,8.304,0.026,8.216,0.023,8.359,0.02,8.042,0.02,7.7,0.161,1.272,-0.143,0.342,10096428,13.816,0.091,15.641,0.097,14.661,0.091,13.181,0.117,11.847,0.153,1.825,0.195,0.509122108376894,-0.828992614119574,0.23144313447813,The ASAS-SN Catalog of Variable Stars: IX,true,true,false,2019-08-02 14:23:08 UTC,2021-08-10 17:48:36 UTC,EDR3 1806194590217520512,,,,,,TIC 402686467,7.08,1.249
0002e51d-523b-50c1-a75c-19cd2817d8d0,85062,ASASSN-V J041536.85-525447.2,SSS_J041536.8-525447,63.90354,-52.91311,261.80752,-44.52131,16.78,0.65,0.2855087,EW,1.0,0.66,0.68,2457817.57788,4780182984225339392,16.589626,0.008539,17.005415,0.028025,15.937891,0.024934,1.067524,0.1951,0.092,2.1205,0.953,0.103,4.141,0.114,5.01853482750568,4013.40747,J041536.91-525446.9,15.113,0.043,14.611,0.059,14.639,0.091,14.614,0.026,14.658,0.038,13.361,,9.869,,0.474,-0.044,3.492,36761769,16.859,0.028,17.517,0.218,17.233,0.158,16.569,0.063,16.244,0.0,0.658,0.016,0.265261067752991,0.54154989522101,-0.797721929572364,The ASAS-SN Catalog of Variable Stars: II,true,true,false,2019-04-16 09:55:06 UTC,2021-08-05 17:37:33 UTC,EDR3 4780182984225339904,GALEX J041537.1-525444,,,22.5154,0.4447,TIC 219234173,4.249,2.46
0002eaa7-99fc-5e74-8a03-1aa515fecf69,108522,ASASSN-V J111123.47+413216.3,LINEAR 24071693,167.84779,41.53787,171.34408,64.96763,15.53,0.34,0.2711459,RRC,0.993,0.34,0.83,2457412.92225,777600740859865728,15.568107,0.006437,15.688647,0.02112,15.340747,0.015192,0.3479,0.1473,0.0434,3.3983,-5.082,0.039,-7.399,0.034,9.58269723226552,4439.99463,J111123.46+413215.1,15.012,0.049,14.827,0.082,14.973,0.14,14.885,0.031,14.894,0.061,11.835,,9.117,,0.039,-0.009,2.718,5760623,15.466,0.032,15.571,0.039,15.407,0.009,15.507,0.011,15.653,0.0,0.106,0.018,-0.731744676493527,0.157570040160798,0.663114930360573,The ASAS-SN Catalog of Variable Stars: II,true,true,false,2019-04-16 09:54:24 UTC,2021-08-05 17:22:41 UTC,EDR3 777600740859865728,GALEX J111123.4+413216,21.9312,0.462,18.5397,0.0612,TIC 9392125,8.976,1.11
0002f8ea-b2cf-5f15-822a-241c3c376908,98237,ASASSN-V J191617.28+725340.8,VSX J191617.4+725341,289.07201,72.89468,104.25748,24.04698,13.75,0.57,0.6539774,RRAB,0.982,0.05,0.98,2457940.96475,2264644656415289344,13.69522,0.005759,14.072956,0.014842,13.13161,0.016363,0.941346,0.2664,0.0109,24.4975,-6.796,0.015,3.981,0.015,10.4364617950785,3577.17236,J191617.46+725341.2,12.363,0.026,12.142,0.031,12.077,0.021,12.025,0.022,12.036,0.02,12.084,0.217,8.889,,0.286,-0.011,3.195,16042314,13.808,0.313,14.282,0.408,13.946,0.276,13.641,0.201,13.43,0.141,0.474,0.134,0.0961085079897983,-0.277983929353583,0.955765708588207,The ASAS-SN Catalog of Variable Stars: II,true,true,false,2019-04-16 09:54:12 UTC,2021-08-05 17:23:21 UTC,EDR3 2264644656415289216,GALEX J191617.4+725341,21.5712,0.3295,17.9213,0.034,TIC 394130577,7.876,1.087
00030328-a0ea-5d0d-b9dd-188b3fa09eba,402922,ASASSN-V J183746.54-112828.4,GDS_J1837465-112828,279.44391,-11.47455,21.17125,-2.22057,14.2,0.09,,ROT:,0.587,1.0,0.79,2457099.15305,4106657723456935936,13.906634,0.002973,14.549105,0.004831,13.108596,0.005023,1.440509,0.2808,0.0195,14.3979,-0.652,0.021,-1.283,0.018,2.1676117967827,3147.0752,J183746.52-112828.6,12.051,0.028,11.78,0.026,11.649,0.029,11.476,0.027,11.56,0.027,11.594,0.247,8.679,,0.402,-0.084,2.915,29081174,14.318,0.0,15.314,0.011,14.71,0.0,13.927,0.0,13.446,0.0,0.996,1.331,0.160802517630778,-0.966730755082413,-0.198932645640154,The ASAS-SN Catalog of Variable Stars: II,false,true,false,2019-04-16 09:53:43 UTC,2021-08-05 17:26:10 UTC,EDR3 4106657723456935680,,,,,,TIC 7233522,1.44,0.98
000306aa-bd4e-4247-bd8a-7791e899e9bc,39058400,ASASSN-V J103624.03-603557.2,,159.10012,-60.59923,287.09129,-1.94955,14.97,0.4,0.6837486,EB,0.928,0.87,0.86,2457713.83454,5254334557583431680,20.737377,0.011921,19.913116,0.19747,18.792995,0.149728,1.120121,1.5106,0.8545,1.7679,-7.357,2.235,8.478,1.567,4.69668820827188,11328.5732,J103624.42-603556.2,13.878,0.069,12.814,0.056,12.468,0.037,12.089,0.028,12.174,0.027,11.547,,8.373,0.244,1.41,-0.085,3.174,39058400,15.435,0.071,16.124,0.061,15.67,0.0,15.217,0.0,14.965,0.0,0.689,0.636,,,,The ASAS-SN Catalog of Variable Stars: IX,true,,true,2021-07-28 14:25:25 UTC,2021-08-05 17:02:39 UTC,EDR3 5254334557583430528,,,,,,TIC 850957140,11.225,1.003
0003215c-56b2-5ef6-9790-b020bbddf142,183959,ASASSN-V J124918.79-431034.0,SSS_J124918.7-431034,192.32829,-43.17611,302.52049,19.69394,16.06,0.56,0.2561153,EW,0.999,0.5,0.75,2457895.65251,6138811054121906176,16.03205,0.008316,16.514736,0.025644,15.387398,0.02461,1.127338,0.7898,0.0463,17.0555,-11.837,0.043,6.418,0.033,53.3792813650759,1195.6687,J124918.83-431034.0,14.568,0.036,14.143,0.033,14.087,0.064,13.953,0.026,13.992,0.034,13.073,,9.219,,0.481,-0.039,3.854,,,,,,,,,,,,,0.09,-0.712437592660349,-0.155705047281575,-0.684243096286231,The ASAS-SN Catalog of Variable Stars: II,true,true,false,2019-04-16 09:54:48 UTC,2021-08-05 18:13:24 UTC,EDR3 6138811054121906176,GALEX J124919.1-431034,,,21.6031,0.4148,TIC 73796817,13.464,1.092
00034540-38e3-5f84-a6c5-045cb7e34b42,357063,ASASSN-V J100034.54-565646.6,NSV 18318,150.14393,-56.94628,281.20923,-1.46309,7.24,1.23,276.2437943,GCAS:,0.355,0.75,0.66,2457760.79964,5259351594731167744,6.252942,0.002779,6.729449,0.003071,5.579161,0.003942,1.150288,6.8397,0.0488,140.172,-52.834,0.056,23.332,0.048,1876.43393254588,145.896866,J100034.47-565645.8,4.857,0.037,4.321,0.218,4.29,0.292,4.063,0.399,3.935,0.228,4.177,0.014,4.104,0.026,0.567,0.128,0.073,,,,,,,,,,,,,5.908,-0.473035591601338,0.271525130467342,-0.838159550803464,The ASAS-SN Catalog of Variable Stars: II,true,true,false,2019-04-16 09:53:23 UTC,2021-08-05 18:01:47 UTC,EDR3 5259351594731168256,,,,,,TIC 462035504,57.756,2.68
000374d0-d2a9-5c93-83a1-592854441076,J183245.50-205045.2,ASASSN-V J183245.50-205045.2,,278.18959,-20.84588,12.2621,-5.42538,13.94,0.62,,L,0.999,0.1,0.99,2457606.58356,4091841220159645184,10.979022,0.009901,14.287412,0.059599,9.555471,0.023686,4.73194,0.3297,0.0717,4.5973,-2.162,0.079,-4.082,0.064,8.95357272669043,2445.39111,J183245.52-205045.2,6.313,0.023,5.231,0.021,4.744,0.021,4.6,0.225,4.47,0.09,3.644,0.014,2.782,0.022,1.569,0.13,0.862,,,,,,,,,,,,,0.524,0.133124527654256,-0.925010693188901,-0.35585541673975,The ASAS-SN Catalog of Variable Stars: IX,false,true,true,2019-09-30 17:16:10 UTC,2021-08-10 17:45:40 UTC,EDR3 4091841220159645056,,,,,,TIC 187003161,4.62,0.804
