,id,source_id,asassn_name,other_names,raj2000,dej2000,l,b,mean_vmag,amplitude,period,variable_type,class_probability,lksl_statistic,rfr_score,epoch_hjd,gdr2_id,phot_g_mean_mag,e_phot_g_mean_mag,phot_bp_mean_mag,e_phot_bp_mean_mag,phot_rp_mean_mag,e_phot_rp_mean_mag,bp_rp,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,vt,dist,allwise_id,j_mag,e_j_mag,h_mag,e_h_mag,k_mag,e_k_mag,w1_mag,e_w1_mag,w2_mag,e_w2_mag,w3_mag,e_w3_mag,w4_mag,e_w4_mag,j_k,w1_w2,w3_w4,apass_dr9_id,apass_vmag,e_apass_vmag,apass_bmag,e_apass_bmag,apass_gpmag,e_apass_gpmag,apass_rpmag,e_apass_rpmag,apass_ipmag,e_apass_ipmag,b_v,e_b_v,vector_x,vector_y,vector_z,reference,periodic,classified,asassn_discovery,created_at,updated_at,edr3_source_id,galex_id,FUVmag,e_FUVmag,NUVmag,e_NUVmag,tic_id,pm,ruwe
467,002d45a0-bdf3-5b7a-b257-c1c8b557ee7a,388228,ASASSN-V J132522.35-644555.8,OGLE-GD-ECL-10073,201.34312,-64.7655,306.54039,-2.13177,15.68,0.5,470.6131563,VAR,0.726,0.84,0.62,2457886.81039,5864814783703195648,16.912461999999998,0.004336,17.33981,0.012022,16.146235,0.011751000000000001,1.193575,0.2612,0.0649,4.0266,-0.374,0.055,-1.9809999999999999,0.067,2.5853544052461497,3696.1345200000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4280000000000002,-0.397085713428616,-0.155161619206633,-0.9045705103064449,The ASAS-SN Catalog of Variable Stars: II,True,True,False,2019-04-16 09:53:49 UTC,2021-08-05 17:43:34 UTC,EDR3 5864814783703196032,,,,,,TIC 449886938,2.016,1.265
