ASASSN-V J012519.21+525549.4
HJD MAG MAG_ERR FLUX FLUX_ERR
2458048.77055 14.628 0.03189 5.402 0.158
2458037.95794 14.574 0.03092 5.68 0.162
2457303.91766 14.495 0.02962 6.11 0.166
2457703.72766 14.537 0.0303 5.876 0.164
2458066.7763 14.596 0.03131 5.568 0.16
2457357.74896 14.621 0.03176 5.438 0.159
2457244.96857 14.583 0.03108 5.632 0.161
2457673.7962 14.554 0.03058 5.785 0.163
2457321.93941 14.582 0.03106 5.637 0.161
2457037.74564 14.53 0.03018 5.914 0.164
2458022.84133 14.555 0.0306 5.778 0.163
2457319.86328 14.533 0.03023 5.896 0.164
2457960.0863 14.562 0.03072 5.741 0.162
2457008.80273 14.549 0.0305 5.813 0.163
2457545.10225 14.598 0.03135 5.555 0.16
2457564.09559 14.533 0.03023 5.896 0.164
2457317.86376 14.603 0.03144 5.528 0.16
2457328.96319 14.575 0.03094 5.676 0.162
2458339.00523 14.527 0.03013 5.931 0.164
2458075.91806 14.519 0.03 5.977 0.165
2458067.801 14.559 0.03067 5.759 0.162
2457377.76416 14.55 0.03051 5.809 0.163
2457974.07411 14.587 0.03115 5.61 0.161
2457042.71629 14.579 0.03101 5.653 0.161
2458070.75829 14.543 0.0304 5.843 0.163
2457689.96858 14.557 0.03063 5.772 0.163
2457290.86844 14.539 0.03033 5.863 0.164
2458113.70135 14.642 0.03215 5.335 0.158
2458065.8934 14.518 0.02999 5.978 0.165
2457561.07494 14.52 0.03002 5.971 0.165
2457298.81826 14.578 0.03099 5.661 0.161
2458029.80616 14.614 0.03163 5.472 0.159
2458348.91787 14.603 0.03144 5.528 0.16
2457780.70817 14.51 0.02986 6.027 0.166
2457625.95488 14.52 0.03002 5.971 0.165
2457329.91165 14.546 0.03045 5.83 0.163
2457009.80239 14.564 0.03075 5.73 0.162
2458377.83268 14.567 0.0308 5.714 0.162
2458297.06753 14.579 0.03101 5.656 0.161
2457982.11254 14.58 0.03103 5.647 0.161
2457236.103 14.534 0.03025 5.891 0.164
2458412.86152 14.575 0.03094 5.674 0.162
2457940.03886 14.52 0.03002 5.97 0.165
2457744.77613 14.545 0.03043 5.834 0.163
2457600.03894 14.623 0.0318 5.431 0.159
2457575.06124 14.57 0.03086 5.701 0.162
2457681.90401 14.562 0.03072 5.744 0.162
2458013.07831 14.549 0.0305 5.814 0.163
2457316.96155 14.477 0.02934 6.209 0.168
2457240.95729 14.583 0.03108 5.63 0.161
2457314.75022 14.603 0.03144 5.529 0.16
2457767.74605 14.579 0.03101 5.653 0.161
2457905.11518 14.552 0.03055 5.797 0.163
2457660.98687 14.563 0.03074 5.739 0.162
2457737.76331 14.556 0.03062 5.775 0.163
2458327.97468 14.516 0.02995 5.989 0.165
2457945.0503 14.545 0.03043 5.835 0.163
2457646.01697 14.506 0.02979 6.049 0.166
2457045.71703 14.541 0.03036 5.853 0.164
2458015.08106 14.566 0.03079 5.721 0.162
2457698.73631 14.515 0.02994 5.997 0.165
2457361.87266 14.544 0.03041 5.837 0.163
2457333.77773 14.531 0.0302 5.91 0.164
2457325.74223 14.508 0.02982 6.036 0.166
2458078.87234 14.575 0.03094 5.675 0.162
2457011.79191 14.585 0.03112 5.62 0.161
2457204.05104 14.501 0.02971 6.074 0.166
2458416.96751 14.461 0.02909 6.303 0.169
2457760.76857 14.592 0.03124 5.587 0.161
