ASASSN-V J000122.81-194327.0
HJD MAG MAG_ERR FLUX FLUX_ERR
2458096.56211 17.405 99.99 0.317 0.084
2457910.85712 17.561 99.99 0.167 0.073
2457710.76679 17.662 99.99 0.171 0.066
2457683.5044 17.396 0.16955 0.422 0.066
2456844.81921 17.249 99.99 0.253 0.097
2458447.76451 16.757 99.99 0.725 0.152
2458335.74715 17.001 99.99 0.327 0.121
2457923.88961 17.558 99.99 0.292 0.073
2457650.66648 16.873 99.99 0.521 0.137
2457355.66098 16.982 99.99 0.516 0.124
2457332.6888 17.601 99.99 0.319 0.07
2457188.86469 17.421 99.99 0.355 0.083
2458014.69922 17.355 99.99 0.312 0.088
2457958.71268 17.491 99.99 0.279 0.077
2457720.63884 17.562 99.99 0.286 0.072
2457273.72381 17.614 0.1757 0.345 0.056
2456983.77333 16.809 99.99 0.5 0.145
2458383.59146 16.447 99.99 0.135 0.202
2458104.69607 16.941 99.99 0.017 0.128
2457660.67052 17.946 99.99 0.157 0.051
2457575.85727 17.785 99.99 0.215 0.059
2457545.84005 17.353 99.99 0.412 0.088
2456913.93344 17.052 99.99 0.432 0.116
2456896.73576 17.625 99.99 0.058 0.068
2457743.59113 17.54 0.17414 0.37 0.059
2457364.63663 17.732 99.99 0.097 0.062
2458314.7496 17.31 99.99 0.075 0.091
2458036.76986 17.031 99.99 0.455 0.118
2457223.07968 17.075 99.99 0.19 0.113
2456972.81789 17.017 99.99 0.386 0.12
2458367.67826 17.148 99.99 0.486 0.106
2458099.71374 17.257 99.99 0.478 0.096
2457717.64745 17.642 99.99 0.296 0.067
2457677.85213 16.353 99.99 0.436 0.221
2457384.56843 17.538 99.99 0.369 0.074
2457325.6249 17.101 99.99 -0.295 0.111
2457268.60477 16.934 99.99 0.469 0.129
2457254.94128 15.576 99.99 0.414 0.451
2457198.82289 17.149 99.99 0.408 0.106
2456876.76654 17.144 99.99 0.144 0.107
2458416.84705 15.987 99.99 0.961 0.309
2458066.81379 16.961 99.99 0.589 0.126
2457634.79758 17.546 99.99 0.252 0.074
2456652.73248 17.136 99.99 0.505 0.107
2458434.80001 17.657 99.99 0.274 0.066
2458076.65878 17.497 0.17298 0.385 0.061
2458036.90273 17.032 99.99 0.485 0.118
2458018.65459 17.888 0.17601 0.268 0.043
2457968.70944 17.198 99.99 0.258 0.101
2457721.63993 17.62 99.99 0.148 0.069
2457681.87424 16.846 99.99 0.595 0.14
2457242.07481 16.944 99.99 0.494 0.128
2456916.90635 17.517 99.99 0.115 0.076
2456892.7406 17.351 99.99 0.348 0.088
2456829.104 17.321 99.99 0.169 0.091
2458108.59356 17.185 99.99 0.443 0.103
2457271.99308 17.136 99.99 0.059 0.107
2456967.81293 15.745 99.99 -0.244 0.386
2458408.80384 17.609 99.99 0.304 0.069
2458378.77535 16.848 99.99 0.358 0.14
2458033.9122 16.248 99.99 0.376 0.243
2457585.71411 16.781 99.99 0.494 0.149
2457365.60901 17.663 99.99 0.218 0.066
2456961.60167 17.203 99.99 0.423 0.101
2456615.74586 16.845 99.99 0.418 0.14
2458237.92456 16.062 99.99 0.462 0.288
2457970.01836 17.073 99.99 0.503 0.114
2457548.83241 17.433 99.99 0.061 0.082
2457137.91948 16.486 99.99 0.538 0.195
2457339.70894 17.837 99.99 0.27 0.056
2456849.80902 16.903 99.99 0.596 0.133
2456825.10992 16.299 99.99 0.324 0.232
2458240.92668 16.39 99.99 0.835 0.213
2458053.85149 17.65 99.99 0.271 0.067
2458009.94351 16.822 99.99 0.479 0.143
2457705.79892 16.17 99.99 0.14 0.261
2457611.64554 16.623 99.99 0.402 0.172
2457550.82583 17.604 99.99 0.197 0.07
2457530.89366 17.005 99.99 0.11 0.121
2457232.03076 17.352 99.99 0.246 0.088
2457227.82232 17.668 99.99 0.272 0.066
2456850.72337 16.226 99.99 -0.05 0.248
2458423.83267 17.1 99.99 0.371 0.111
2457924.84787 17.395 0.16951 0.423 0.066
2457688.84779 17.11 99.99 0.302 0.11
2457672.8097 17.163 99.99 0.18 0.105
2457153.89873 16.869 99.99 0.099 0.137
2458127.53309 16.944 99.99 0.308 0.128
2457877.91027 17.382 99.99 0.253 0.086
2457560.80667 16.96 99.99 0.513 0.126
2457188.88894 17.305 99.99 0.345 0.092
2456914.93039 17.403 99.99 0.334 0.084
2458447.76291 17.046 99.99 0.269 0.117
2458299.10887 16.825 99.99 0.194 0.143
2458056.51245 17.158 99.99 0.293 0.105
2457971.65758 16.577 99.99 0.81 0.18
2458323.80667 17.105 99.99 0.438 0.11
2458307.11258 16.598 99.99 0.416 0.176
2458060.77133 16.818 99.99 0.353 0.144
2457941.081 17.665 99.99 0.265 0.066
2457888.90621 17.121 99.99 0.516 0.109
2457360.58329 17.303 99.99 0.336 0.092
2456983.77299 17.775 99.99 0.052 0.06
2458011.90746 17.731 99.99 0.289 0.062
2457010.55499 16.966 99.99 0.28 0.125
2456837.81957 17.585 99.99 0.207 0.071
2456799.11182 16.649 99.99 0.587 0.168
2458088.65855 16.739 99.99 0.543 0.155
2458081.65767 17.367 99.99 0.432 0.087
2457003.74208 17.571 99.99 0.308 0.072
2456891.96653 16.862 99.99 0.391 0.138
2457576.86953 17.52 99.99 0.088 0.075
2457298.76208 17.61 99.99 0.311 0.069
2457004.70397 17.039 99.99 0.151 0.117
2457000.71819 17.01 99.99 0.599 0.12
2456900.95135 17.515 99.99 0.179 0.076
2458075.63502 17.18 99.99 0.238 0.103
2457945.72606 16.791 99.99 0.599 0.147
2457929.7932 17.494 99.99 0.059 0.077
2457607.67352 17.632 99.99 0.336 0.068
2457528.8674 16.796 99.99 0.116 0.147
2457026.52854 15.556 99.99 -1.193 0.46
2456902.97607 17.421 99.99 0.172 0.082
2458338.83162 17.075 0.15338 0.567 0.08
2458103.58414 17.14 99.99 0.079 0.107
2458075.60071 17.308 0.16584 0.458 0.07
2457367.6263 17.512 0.17341 0.379 0.06
2456914.94509 17.304 99.99 0.239 0.092
2457213.09715 16.749 99.99 0.215 0.153
2457009.53708 17.143 99.99 0.488 0.107
2456886.7179 17.312 99.99 0.366 0.091
2456878.72549 16.591 99.99 -0.13 0.177
2456614.74483 16.639 99.99 0.176 0.17
2458449.75518 16.975 99.99 0.562 0.124
2458241.91861 16.969 99.99 0.236 0.125
2458045.86374 17.172 99.99 0.251 0.104
2458019.91368 17.682 99.99 0.292 0.065
2457980.02959 17.647 99.99 0.179 0.067
2457749.56855 17.467 0.17206 0.395 0.063
2457654.61621 17.74 99.99 0.283 0.061
2457256.6376 17.089 99.99 0.189 0.112
2457752.561 17.18 0.15941 0.515 0.076
2457631.72475 17.67 99.99 0.219 0.066
2457600.06169 17.366 99.99 0.304 0.087
2457584.73418 17.581 99.99 0.337 0.071
2457317.62157 17.15 0.15775 0.53 0.077
2457304.67826 17.643 99.99 0.292 0.067
2457026.53324 16.66 99.99 0.272 0.166
2457905.89124 17.449 99.99 0.394 0.08
2457694.65746 17.452 99.99 0.325 0.08
2457269.59047 17.276 99.99 0.198 0.094
2456913.9485 17.164 99.99 0.269 0.105
2456864.78403 17.448 99.99 0.12 0.081
2456615.74554 17.307 99.99 0.18 0.092
2458363.01088 17.255 99.99 0.223 0.096
2458313.80691 17.105 99.99 0.454 0.11
2457743.55139 17.462 99.99 0.347 0.079
2457387.56002 17.159 0.15825 0.525 0.076
2457206.86486 16.88 99.99 0.394 0.136
2456957.61122 17.359 99.99 0.289 0.087
2456825.11023 16.981 99.99 0.281 0.124
2458125.52948 16.758 99.99 0.21 0.152
2458033.51646 16.748 99.99 0.473 0.153
2457960.05233 17.269 99.99 0.321 0.095
2457934.88074 17.419 0.17042 0.413 0.065
2457690.59399 17.647 99.99 0.234 0.067
2457226.72667 16.518 99.99 0.309 0.189
2456895.95696 17.273 99.99 0.412 0.095
2458097.7095 17.183 99.99 0.332 0.103
2457704.75294 16.631 99.99 0.613 0.171
2457664.80114 17.776 99.99 0.185 0.059
2457545.82223 17.111 99.99 0.24 0.11
2457197.8113 16.81 99.99 0.253 0.145
2457933.10754 17.098 99.99 0.547 0.111
2457175.83225 16.558 99.99 0.305 0.183
2456958.62691 17.485 99.99 0.377 0.078
2456847.78812 16.965 99.99 0.553 0.126
2458298.10093 16.49 99.99 0.724 0.195
2457998.95432 17.311 99.99 0.38 0.091
2457268.89111 16.343 99.99 0.35 0.223
2457004.70365 17.611 99.99 0.114 0.069
2458362.98892 17.086 99.99 0.062 0.112
2458320.88922 17.227 99.99 0.304 0.099
2457640.74233 17.682 99.99 0.225 0.065
2457193.80075 17.349 99.99 0.059 0.088
2456924.68596 17.501 99.99 0.078 0.077
2458376.56164 17.337 0.16713 0.446 0.069
2458324.76568 16.8 0.13548 0.731 0.091
2457672.82534 16.787 99.99 0.31 0.148
2457667.61922 17.758 99.99 0.12 0.06
2458423.80737 17.544 99.99 0.284 0.074
2458062.82084 16.562 99.99 0.088 0.182
2457872.92421 16.518 99.99 0.235 0.19
2457661.69455 17.384 99.99 0.357 0.085
2457245.07071 17.089 99.99 0.346 0.112
2456907.94202 16.289 99.99 -0.047 0.234
2456860.04042 17.237 99.99 0.408 0.098
2457890.88212 16.968 99.99 0.492 0.125
2457879.91319 17.512 99.99 0.153 0.076
2457710.76711 17.209 99.99 -0.103 0.1
2457287.63607 17.468 99.99 0.352 0.079
2457000.71787 17.604 99.99 0.246 0.07
2458128.52907 16.618 99.99 0.314 0.173
2458044.86796 17.266 99.99 0.331 0.095
2457906.90356 17.473 99.99 0.251 0.079
2457720.65695 17.501 0.1731 0.383 0.061
2457362.6434 17.402 0.16978 0.42 0.066
2458092.59119 16.773 0.13362 0.75 0.092
2458001.93342 16.585 99.99 0.412 0.178
2457708.61147 17.075 99.99 0.256 0.113
2457626.02618 17.334 99.99 0.319 0.089
2457524.89442 17.48 99.99 0.272 0.078
2457233.80441 16.556 99.99 0.601 0.183
2457193.83131 17.16 99.99 0.52 0.105
2456870.78552 17.436 99.99 0.333 0.081
2457760.5374 16.962 99.99 0.3 0.126
2457740.59819 17.656 99.99 0.187 0.066
2457390.55287 17.778 99.99 0.1 0.059
2457312.77716 17.287 0.16486 0.467 0.071
2457297.70907 17.184 99.99 0.5 0.103
2456838.83425 17.594 99.99 0.28 0.07
2456621.73835 17.212 99.99 0.147 0.1
2458427.81713 17.803 99.99 0.257 0.058
2456980.82574 17.162 99.99 0.253 0.105
2456930.67702 17.45 99.99 0.326 0.08
2458083.64831 17.268 99.99 0.088 0.095
2458053.85178 17.12 99.99 0.461 0.109
2457980.74043 17.61 99.99 0.265 0.069
2457978.0305 17.033 99.99 0.341 0.118
2457658.71132 17.418 0.17038 0.414 0.065
2457616.9078 17.262 99.99 0.373 0.096
2458122.53751 16.886 99.99 0.253 0.135
2458063.81642 17.329 99.99 0.393 0.09
2457972.01002 16.816 99.99 0.422 0.144
2457972.00989 16.571 99.99 0.657 0.181
2457686.81677 17.053 99.99 0.503 0.116
2457205.81484 15.795 99.99 -0.19 0.369
2457013.70547 17.438 99.99 0.406 0.081
2456889.99138 17.122 99.99 0.51 0.109
2458324.70076 16.682 99.99 0.275 0.163
2458071.76416 17.586 99.99 0.321 0.071
2457998.9543 16.985 99.99 0.222 0.123
2457670.89507 17.956 99.99 0.24 0.05
2457257.62627 17.448 0.17144 0.403 0.064
2457235.70365 16.487 99.99 0.432 0.195
2456967.81262 16.081 99.99 1.094 0.284
2456920.68981 17.487 99.99 0.343 0.078
2456897.95284 16.93 99.99 0.288 0.13
2456817.11997 16.272 99.99 0.335 0.238
2457695.83662 16.546 99.99 0.824 0.185
2457586.81582 16.725 0.13029 0.783 0.094
2456986.73234 17.42 99.99 0.356 0.083
2458340.74143 16.844 99.99 0.299 0.14
2458320.89564 17.452 99.99 0.102 0.08
2458045.86349 17.656 99.99 0.032 0.066
2457706.76005 16.523 99.99 0.839 0.189
2457639.58702 17.763 99.99 0.267 0.06
2457626.9997 17.713 99.99 0.235 0.063
2457278.7368 17.142 0.1573 0.533 0.077
2456943.896 16.538 99.99 -0.137 0.186
2458342.88596 16.618 99.99 -0.115 0.173
2458297.10556 16.625 99.99 0.146 0.172
2458109.593 17.213 99.99 0.025 0.1
2458044.84847 17.684 99.99 0.165 0.065
2456822.09588 16.551 99.99 -0.256 0.184
2458409.81101 16.846 99.99 0.059 0.14
2458023.57834 17.611 99.99 0.32 0.069
2457914.82734 16.9 99.99 -0.038 0.133
2457752.54116 17.381 99.99 0.422 0.086
2457245.07083 17.562 99.99 0.249 0.072
2457136.92284 15.958 99.99 1.254 0.317
2456943.63458 17.399 99.99 0.236 0.084
2456914.94518 16.97 99.99 0.225 0.125
2458060.77163 16.088 99.99 0.104 0.282
2457627.02647 17.778 99.99 0.249 0.059
2457559.79872 16.706 99.99 0.691 0.159
2456885.99247 16.836 99.99 0.449 0.141
2457915.86187 16.823 0.13705 0.716 0.09
2456919.67789 17.698 99.99 0.232 0.064
2456918.93603 17.216 99.99 0.367 0.1
2458096.63201 17.224 0.16174 0.495 0.074
2458019.94364 17.177 99.99 0.376 0.103
2458014.9624 17.141 99.99 0.449 0.107
2457886.88787 16.557 99.99 0.037 0.183
2457713.57433 17.254 0.16326 0.481 0.072
2457341.68392 17.501 0.1731 0.383 0.061
2456886.97834 17.206 99.99 0.328 0.101
2458366.83462 17.322 99.99 0.144 0.09
2457322.73653 14.658 99.99 -0.143 1.052
2457982.05081 17.264 99.99 0.46 0.095
2457942.09299 16.912 99.99 0.02 0.132
2457705.7986 16.728 99.99 0.591 0.156
2457691.56413 17.491 0.1728 0.387 0.062
2457147.9083 16.378 99.99 0.093 0.216
2456902.97465 17.249 99.99 0.276 0.097
2458048.84726 17.068 99.99 0.111 0.114
2458021.73839 17.208 0.16091 0.502 0.074
2457698.70135 17.235 0.16231 0.49 0.073
2457662.7169 17.995 99.99 0.22 0.049
2457656.77083 17.806 0.17686 0.289 0.047
2457395.53722 16.459 0.11175 1.001 0.103
2457346.68701 17.12 99.99 0.368 0.109
2456864.77558 17.324 99.99 0.202 0.09
2456830.10678 17.294 99.99 0.228 0.093
2458446.7642 16.521 99.99 0.602 0.189
2457333.68308 17.672 0.1765 0.327 0.053
2457331.67821 17.757 99.99 0.213 0.061
2456907.94196 16.812 99.99 0.157 0.145
2456906.59128 17.058 99.99 0.411 0.115
2458427.81745 17.126 99.99 0.271 0.108
2457911.84966 17.094 99.99 0.27 0.111
2457353.66373 16.807 99.99 0.346 0.145
2457317.59782 17.277 99.99 0.344 0.094
2457283.6738 16.881 0.14098 0.678 0.088
2457270.8296 16.851 99.99 0.103 0.14
2457034.52969 16.286 99.99 -0.088 0.235
