ASASSN-V J000916.24+360536.6
HJD MAG MAG_ERR FLUX FLUX_ERR
2458412.81266 14.18 0.02553 8.167 0.192
2457390.75869 14.114 0.02517 8.435 0.195
2457307.87883 14.093 0.02497 8.594 0.197
2457204.02004 14.226 0.02602 7.824 0.187
2458428.84799 14.176 0.02548 8.197 0.192
2458416.93664 14.215 0.0259 7.906 0.188
2458071.781 14.147 0.02519 8.413 0.195
2458063.90126 14.08 0.02457 8.954 0.202
2457935.02463 14.093 0.02468 8.843 0.201
2456894.97314 14.061 0.02467 8.853 0.201
2458416.93672 14.217 0.02627 7.668 0.185
2458344.00913 14.19 0.02596 7.86 0.188
2458338.95678 14.079 0.02484 8.71 0.199
2458283.08636 14.095 0.0247 8.826 0.201
2457569.0299 14.197 0.02604 7.811 0.187
2457356.78274 14.154 0.02558 8.126 0.191
2457230.96028 14.24 0.02618 7.724 0.186
2456570.78039 14.111 0.02514 8.454 0.196
2456891.97672 14.242 0.02656 7.495 0.183
2458391.9568 14.224 0.026 7.838 0.187
2458344.00878 14.24 0.02618 7.729 0.186
2458078.88728 14.048 0.02456 8.96 0.202
2457958.00784 14.239 0.02616 7.732 0.186
2456863.02493 14.281 0.02703 7.227 0.18
2458423.94126 14.185 0.02558 8.123 0.191
2458017.98592 14.218 0.02628 7.663 0.185
2457353.77451 14.177 0.02582 7.956 0.189
2457333.92774 14.111 0.02485 8.696 0.199
2457218.96225 14.066 0.02472 8.811 0.2
2457170.10773 14.284 0.02669 7.415 0.182
2456906.85327 14.145 0.02517 8.434 0.195
2458337.00523 14.152 0.02524 8.38 0.195
2457526.11431 14.208 0.02616 7.733 0.186
2457323.88971 14.178 0.02583 7.952 0.189
2457172.10147 14.099 0.02503 8.546 0.197
2457172.10133 14.1 0.02475 8.785 0.2
2456902.95851 14.172 0.02577 7.992 0.189
2456642.8029 14.046 0.02454 8.979 0.203
2457765.72787 14.09 0.02494 8.622 0.198
2457559.04158 14.262 0.02643 7.573 0.184
2457333.92774 14.094 0.02498 8.592 0.197
2457311.88386 14.128 0.02501 8.565 0.197
2457255.91524 14.243 0.02657 7.487 0.183
2457170.10786 14.298 0.02725 7.115 0.178
2457003.77956 14.214 0.02589 7.911 0.188
2458368.00763 14.192 0.02565 8.077 0.191
2458334.09484 14.072 0.0245 9.015 0.203
2457040.71095 14.197 0.0257 8.038 0.19
2456906.85357 14.201 0.02609 7.784 0.187
2456823.06143 14.185 0.02558 8.128 0.191
2457992.94112 14.186 0.02559 8.117 0.191
2457688.886 14.093 0.02468 8.846 0.201
2457686.95541 14.182 0.02588 7.923 0.189
2457614.94402 14.158 0.02562 8.097 0.191
2457407.70785 14.217 0.02592 7.894 0.188
2457377.77843 14.282 0.02667 7.433 0.182
2457276.08656 14.214 0.02623 7.689 0.186
2456884.98577 14.057 0.02464 8.885 0.201
2456464.0521 14.275 0.02696 7.267 0.18
2458010.93027 14.198 0.02605 7.807 0.187
2457708.6997 14.125 0.02498 8.592 0.197
2457386.7238 14.284 0.02669 7.418 0.182
2457384.77602 14.141 0.02544 8.226 0.193
2457284.99751 14.144 0.02516 8.437 0.195
2457020.74596 14.189 0.02562 8.101 0.191
2456967.91067 14.053 0.0246 8.921 0.202
2456932.89798 14.094 0.02498 8.591 0.197
2456889.96327 14.158 0.0253 8.331 0.194
2456849.04586 14.252 0.02668 7.428 0.182
2458072.75753 14.183 0.02589 7.915 0.188
2457228.03326 14.204 0.02612 7.759 0.186
2456652.7457 14.242 0.0262 7.709 0.186
2456496.91296 13.988 0.02406 9.467 0.21
2457941.01346 14.108 0.02482 8.723 0.199
2457581.03263 14.11 0.02484 8.707 0.199
2456928.91443 14.11 0.02513 8.462 0.196
2456894.97281 14.109 0.02483 8.719 0.199
2458334.0952 14.077 0.02482 8.725 0.199
2458036.98193 14.107 0.0251 8.483 0.196
2458027.00703 14.134 0.02507 8.52 0.196
2458013.97755 14.221 0.02596 7.858 0.188
2457241.99223 14.184 0.0259 7.909 0.188
2456825.05312 14.211 0.02585 7.931 0.189
2456788.11855 14.126 0.02499 8.579 0.197
2458062.77162 14.301 0.0269 7.301 0.181
2458029.91826 14.128 0.02501 8.564 0.197
2456817.06625 14.083 0.02459 8.924 0.202
2456535.08181 14.238 0.02651 7.519 0.183
2457755.75751 14.094 0.02498 8.592 0.197
2457659.92079 14.103 0.02507 8.514 0.196
2457550.06536 14.25 0.02629 7.655 0.185
2457398.71584 14.089 0.02493 8.626 0.198
2457377.77819 14.217 0.02627 7.672 0.185
2456988.75969 14.123 0.02496 8.604 0.198
2456981.72383 14.225 0.02601 7.836 0.188
2456896.96659 14.286 0.02671 7.402 0.182
2458442.76897 14.226 0.02602 7.826 0.187
2458009.01466 14.274 0.02657 7.489 0.183
2457550.06556 14.173 0.02578 7.983 0.189
2456970.90998 14.199 0.02606 7.797 0.187
2456917.07923 14.155 0.02527 8.358 0.194
2458080.70677 14.228 0.02604 7.814 0.187
2458004.97959 14.151 0.02523 8.386 0.195
2457927.10047 14.139 0.02511 8.48 0.196
2457914.06938 14.271 0.02691 7.299 0.181
2457236.08109 14.191 0.02597 7.856 0.188
2457176.07931 14.101 0.02476 8.784 0.2
2456939.8649 14.259 0.02639 7.592 0.184
2456915.07495 14.27 0.0269 7.303 0.181
2456810.08097 14.208 0.02582 7.959 0.189
2456233.78984 14.196 0.02603 7.815 0.187
