ASASSN-V J000951.41+322650.7
HJD MAG MAG_ERR FLUX FLUX_ERR
2456811.08244 17.416 0.17031 0.414 0.065
2456855.03509 16.814 0.13909 0.696 0.089
2456642.80314 18.05 99.99 -0.149 0.046
2456873.91592 17.107 0.15752 0.532 0.077
2456869.13163 16.417 0.10887 1.04 0.104
2456507.00868 16.801 0.13821 0.704 0.09
2456496.91296 16.131 99.99 1.335 0.271
2458013.97782 16.637 0.12687 0.82 0.096
2457919.05541 16.355 0.1073 1.062 0.105
2457744.76701 16.963 0.14888 0.607 0.083
2457735.82064 16.175 0.09291 1.3 0.111
2457353.77451 16.569 0.12211 0.872 0.098
2457204.02033 16.457 99.99 0.517 0.201
2456907.93753 16.095 0.08794 1.4 0.113
2458431.83285 16.594 0.12386 0.852 0.097
2458019.99624 16.495 0.11695 0.934 0.1
2457992.94145 16.807 0.13862 0.701 0.089
2457333.92791 16.595 0.12121 0.883 0.098
2457233.93307 16.486 99.99 0.853 0.195
2456523.96108 16.591 0.12365 0.855 0.097
2458416.93672 16.511 99.99 0.454 0.191
2457707.85739 18.239 99.99 0.134 0.039
2457561.06087 16.24 0.09707 1.225 0.109
2457318.89595 16.95 0.14554 0.637 0.085
2457247.05888 16.63 0.12638 0.824 0.096
2456920.93341 16.767 0.13321 0.754 0.092
2458295.0314 16.213 0.09533 1.255 0.11
2458029.91846 16.635 0.12673 0.821 0.096
2458010.93027 16.583 0.12309 0.861 0.098
2458442.76909 15.831 0.07293 1.785 0.12
2457587.0702 16.497 0.11709 0.932 0.1
2457581.03295 16.48 0.1159 0.947 0.101
2457324.73169 16.562 0.12162 0.878 0.098
2458428.84816 16.688 0.12771 0.811 0.095
2457172.10124 16.796 0.1352 0.734 0.091
2458310.09085 16.976 0.14722 0.622 0.084
2457997.89426 16.448 0.11368 0.975 0.102
2457997.89415 16.743 0.13154 0.77 0.093
2456907.93761 16.416 0.11147 1.004 0.103
2456906.85357 16.68 0.12987 0.787 0.094
2456902.95851 16.697 0.13106 0.775 0.093
2456900.95859 17.034 0.15326 0.568 0.08
2456863.02493 16.599 0.12421 0.849 0.097
2456849.04586 16.083 0.0896 1.365 0.113
2456527.96207 16.499 0.11451 0.965 0.102
2458423.94144 16.244 0.09733 1.219 0.109
2458318.98989 16.621 0.12575 0.832 0.096
2458063.90143 15.967 0.08039 1.575 0.116
2457973.9353 17.033 0.15082 0.59 0.082
2457939.01723 16.583 0.12037 0.893 0.099
2457737.76966 16.791 99.99 0.525 0.147
2457979.06608 16.549 0.12072 0.888 0.099
2457767.71342 16.635 0.12673 0.821 0.096
2457694.92952 16.774 0.13369 0.749 0.092
2458064.92628 16.526 0.11911 0.908 0.1
2457969.93291 17.414 0.17023 0.415 0.065
2457392.74838 16.769 0.13334 0.752 0.092
2457390.75894 16.958 0.14606 0.632 0.085
2457362.77928 16.817 0.13664 0.72 0.091
2458004.97981 15.379 0.0525 2.706 0.131
2457941.01351 16.604 0.12183 0.876 0.098
2457589.9611 16.154 0.09405 1.278 0.111
2457544.08288 16.469 0.11514 0.956 0.101
2457550.06556 16.473 0.11542 0.953 0.101
2457384.77627 17.264 0.16376 0.477 0.072
2457354.71764 16.935 99.99 0.296 0.129
2456918.06976 16.321 0.10239 1.137 0.107
2457392.74814 16.577 0.12267 0.866 0.098
2457369.78123 16.879 0.14085 0.68 0.088
2457318.89584 16.702 0.1314 0.772 0.093
2456986.80443 16.764 0.13569 0.729 0.091
2456983.81766 17.106 0.15522 0.551 0.079
2456939.86512 15.601 99.99 1.947 0.441
2456288.84103 16.481 99.99 0.623 0.196
2457272.98016 16.789 0.13472 0.738 0.091
2457247.0587 16.909 0.14285 0.661 0.087
2457323.88983 15.45 99.99 1.558 0.507
2457255.91509 17.057 0.15229 0.577 0.081
2457232.10116 16.987 0.15038 0.593 0.082
2457193.04733 16.676 0.12687 0.82 0.096
2456932.898 16.95 0.14554 0.637 0.085
2456874.91419 16.399 0.11031 1.021 0.104
2457218.96225 17.11 0.15769 0.53 0.077
2457181.09863 17.065 99.99 0.545 0.115
2457038.71562 16.528 0.11925 0.906 0.099
2457005.77579 16.75 0.13203 0.765 0.093
2457044.71198 17.05 99.99 0.476 0.116
2456970.90998 16.518 0.11855 0.914 0.1
2456906.85348 16.537 0.11716 0.931 0.1
2456904.88961 16.48 0.1159 0.947 0.101
2456917.0795 16.772 0.13623 0.724 0.091
2456895.97223 16.734 0.13092 0.777 0.094
2456863.0247 16.791 0.13486 0.737 0.091
2456535.08181 16.252 0.1004 1.168 0.108
2456444.09529 16.505 0.11764 0.925 0.1
2456555.90481 16.078 0.08691 1.422 0.114
2457600.06744 16.562 0.12162 0.878 0.098
2457255.91524 16.67 0.12918 0.795 0.094
2456805.11512 16.868 99.99 0.556 0.137
2456593.85453 16.593 0.12107 0.884 0.098
2458371.96593 16.756 0.13514 0.734 0.091
2457761.72644 16.992 0.15069 0.591 0.082
2457614.94385 16.764 0.133 0.756 0.092
2457366.7842 16.655 0.12813 0.806 0.095
2457364.84021 16.994 0.14837 0.611 0.083
2457323.88971 16.16 0.09443 1.272 0.111
2456932.89798 16.496 0.11702 0.933 0.1
2456825.05309 16.603 0.12176 0.877 0.098
2458009.01489 16.638 0.12421 0.849 0.097
2457927.10047 16.577 0.11995 0.898 0.099
2457914.06938 16.413 0.11127 1.007 0.103
2457526.1141 16.421 0.10914 1.036 0.104
2457271.0757 16.573 0.11967 0.901 0.099
2457206.03364 16.072 0.08892 1.379 0.113
2456798.10772 16.518 0.11855 0.914 0.1
2458022.00264 16.776 0.13383 0.747 0.092
2457672.76391 17.001 0.14881 0.607 0.083
2457307.87883 16.594 0.12386 0.853 0.097
2457243.98284 16.558 0.11862 0.914 0.1
2457202.02007 16.186 0.0936 1.287 0.111
2458334.0952 16.541 0.12016 0.895 0.099
2458299.0237 16.566 0.11918 0.906 0.099
2458029.91849 16.108 0.08874 1.382 0.113
2457980.98163 16.785 0.13712 0.715 0.09
2457561.06113 16.433 0.11265 0.989 0.102
2457228.03326 16.98 0.14995 0.597 0.082
2456658.74682 16.793 0.135 0.736 0.091
2458448.86931 16.413 0.10859 1.044 0.104
2458412.81276 16.42 0.11175 1.001 0.103
2458396.02663 16.5 0.11458 0.964 0.102
2458385.88039 16.617 99.99 0.84 0.173
2458116.75701 16.344 0.10393 1.113 0.106
2457765.7281 16.83 0.13753 0.711 0.09
2457654.01935 16.757 0.1352 0.734 0.091
2457329.90431 16.817 0.1393 0.695 0.089
2457233.93285 16.979 0.14741 0.62 0.084
2456973.82502 16.416 0.11147 1.005 0.103
2456891.97656 16.587 0.12065 0.889 0.099
2458315.9708 17.01 0.14938 0.602 0.083
2458019.99622 16.481 0.11327 0.981 0.102
2458013.97779 16.743 0.13154 0.771 0.093
2456967.91083 16.046 0.08499 1.463 0.114
2456895.97236 16.478 0.11576 0.948 0.101
2456574.89643 16.762 99.99 0.693 0.151
2457737.76991 17.143 0.15735 0.533 0.077
2457329.90446 16.629 0.12358 0.855 0.097
2457290.94961 16.689 0.1305 0.781 0.094
2457181.09838 16.98 0.14748 0.619 0.084
2457034.72623 16.46 0.11182 1.0 0.103
2458283.08633 16.669 0.12638 0.825 0.096
2458066.79937 16.966 0.14907 0.605 0.083
2458423.9413 16.601 0.12435 0.847 0.097
2458334.09499 16.341 0.10373 1.116 0.106
2458048.8201 16.948 0.14541 0.638 0.085
2457935.02466 16.682 0.12729 0.815 0.095
2458078.88749 16.82 0.13685 0.718 0.09
2458009.01495 16.738 0.1339 0.747 0.092
2457704.71984 15.688 0.06573 2.036 0.123
2457696.85221 16.762 0.13555 0.731 0.091
2457675.88852 15.6 0.06165 2.207 0.125
2457941.01377 16.553 0.121 0.885 0.099
2458448.8691 16.426 0.11216 0.995 0.103
2457659.92079 16.83 0.14017 0.686 0.088
2457359.79072 16.685 0.1275 0.813 0.095
2458080.70688 17.087 0.1541 0.561 0.08
2457559.04183 16.945 99.99 0.611 0.128
2457550.06531 16.618 0.12281 0.864 0.098
2457669.89571 16.519 0.11862 0.914 0.1
2457656.96824 16.758 0.13527 0.733 0.091
2457569.0299 16.4 0.11037 1.019 0.103
2457536.10182 17.12 0.15604 0.544 0.078
2457526.11431 16.692 99.99 0.6 0.161
2457589.96086 16.146 0.09109 1.335 0.112
2457377.77843 16.753 0.13224 0.763 0.093
2457372.80937 16.569 0.11939 0.904 0.099
2457230.9604 16.501 0.11465 0.963 0.102
2457215.98547 16.603 0.12176 0.876 0.098
2456915.07495 16.5 0.11729 0.93 0.1
2456570.78042 16.663 0.12596 0.829 0.096
2456452.06076 16.759 0.13534 0.733 0.091
2457020.74569 16.833 99.99 0.564 0.142
2457001.81271 16.448 0.11099 1.011 0.103
2456521.90518 16.682 0.13001 0.786 0.094
2456910.9462 16.519 99.99 0.093 0.189
2456896.9668 16.396 0.10744 1.061 0.105
2456869.94632 16.648 0.12491 0.841 0.097
2456631.80079 16.674 0.12946 0.792 0.094
2456909.94571 16.262 99.99 1.147 0.24
2456882.99301 15.453 0.05539 2.528 0.129
2456817.0662 16.678 0.12701 0.818 0.096
2456855.03485 15.552 0.05953 2.307 0.126
2456549.77092 17.052 0.15199 0.579 0.081
2456514.12034 16.581 0.12295 0.863 0.098
2456461.04332 16.621 0.12575 0.832 0.096
2456461.04306 17.058 0.15235 0.576 0.081
2456317.72257 16.622 0.12582 0.831 0.096
2458307.08174 16.379 0.10894 1.039 0.104
2458036.98199 17.437 0.17106 0.407 0.064
2458010.93021 16.852 0.13903 0.697 0.089
2457939.01748 16.394 0.10996 1.025 0.104
2457927.10073 16.783 0.13699 0.717 0.09
2457701.76633 16.431 0.11251 0.991 0.103
2457356.78274 16.433 0.11265 0.989 0.102
2457298.00193 16.622 0.12582 0.83 0.096
2457228.03304 16.621 0.12302 0.862 0.098
2458064.92645 16.812 0.1363 0.723 0.091
2458059.72653 16.534 0.11967 0.901 0.099
2458078.88728 16.732 0.13348 0.751 0.092
2457757.73705 16.617 0.12274 0.865 0.098
2457276.08656 16.904 0.14508 0.641 0.086
2456988.75979 16.707 0.12904 0.797 0.095
2456592.86575 16.31 0.10166 1.148 0.107
2456532.96787 16.442 0.11327 0.98 0.102
2456527.96221 16.694 99.99 0.714 0.161
2456510.96316 16.793 0.13767 0.71 0.09
2458391.95702 16.853 0.13909 0.696 0.089
2458072.75753 16.62 0.12568 0.833 0.096
2457949.05884 15.72 0.06728 1.977 0.122
2457919.05516 16.642 0.12449 0.845 0.097
2457165.11324 16.034 0.08428 1.481 0.115
2457001.81247 16.719 0.13258 0.76 0.093
2456882.99458 16.736 99.99 0.721 0.155
2458344.98529 16.854 0.13916 0.696 0.089
2458004.9799 16.254 0.10053 1.166 0.108
2457755.75776 16.35 0.10433 1.106 0.106
2457659.9208 16.562 0.1189 0.91 0.1
2457212.10831 16.294 0.1006 1.164 0.108
2457204.02007 16.656 0.12547 0.835 0.096
2457023.77364 16.304 0.10126 1.154 0.108
2456899.95902 17.242 0.16458 0.469 0.071
2456575.88095 16.654 0.12806 0.807 0.095
2456477.00874 16.45 0.11382 0.973 0.102
2457989.05608 16.559 0.12142 0.881 0.098
2457905.10337 16.748 0.13189 0.767 0.093
2457304.83428 16.853 0.14172 0.672 0.088
2457003.77936 16.754 0.135 0.735 0.091
2456986.80465 16.788 0.13465 0.739 0.092
2456899.9589 16.869 0.14017 0.686 0.088
2456894.97301 16.558 0.11862 0.913 0.1
2456889.96346 16.741 0.1314 0.772 0.093
2456871.0214 16.584 0.12316 0.861 0.098
2456448.09627 16.524 0.11897 0.909 0.099
2458299.02396 16.453 0.11403 0.97 0.102
2458077.69163 16.668 0.12631 0.826 0.096
2458036.98193 16.247 0.10007 1.174 0.108
2457328.94083 16.89 0.14417 0.649 0.086
2457284.99777 16.227 0.09876 1.195 0.109
2456881.98338 16.476 99.99 0.977 0.197
2456638.77118 16.29 99.99 0.618 0.234
2458431.83302 16.471 0.11258 0.989 0.102
2457989.05593 16.688 0.12771 0.81 0.095
2457982.99961 16.31 0.10166 1.148 0.107
2457667.9957 16.509 0.11792 0.922 0.1
2457324.73182 16.324 0.10259 1.133 0.107
2457232.10094 16.912 0.14305 0.659 0.087
2456924.93234 16.5 0.11729 0.929 0.1
2458360.98636 16.246 0.10001 1.175 0.108
2458060.74527 16.576 99.99 0.892 0.18
2457637.93886 16.566 0.1219 0.875 0.098
2457398.71608 16.611 0.12232 0.87 0.098
2457377.77819 16.737 99.99 0.502 0.155
2456928.91443 16.407 0.11085 1.013 0.103
2456458.06079 16.548 0.12065 0.889 0.099
2458391.95701 16.893 0.14436 0.647 0.086
2457964.93845 16.6 0.12155 0.879 0.098
2457667.99575 16.704 0.12883 0.799 0.095
2457403.71777 16.503 0.11479 0.961 0.101
2457342.77983 17.013 0.14957 0.601 0.083
2457239.98103 15.736 0.06807 1.948 0.122
2457170.10763 16.545 0.11771 0.925 0.1
2457003.7796 17.061 0.15254 0.575 0.081
2456981.72394 16.539 0.11729 0.929 0.1
2456506.0135 16.58 0.12288 0.863 0.098
2456491.95554 16.337 0.10346 1.119 0.107
2457381.79233 16.458 99.99 0.43 0.2
2457223.04941 16.543 0.11757 0.926 0.1
2457176.07948 16.105 99.99 1.294 0.277
2456889.96361 16.591 0.12365 0.855 0.097
2456881.9832 15.331 0.05072 2.829 0.132
2456864.01253 16.736 0.13376 0.748 0.092
2456814.08094 17.153 0.16006 0.509 0.075
2456570.78039 16.47 0.11521 0.955 0.101
2458289.07607 16.508 0.11785 0.923 0.1
2457694.92937 16.623 0.12589 0.83 0.096
2457672.76385 16.743 0.13424 0.743 0.092
2457600.06723 16.48 0.1132 0.982 0.102
2457581.0327 17.032 0.15076 0.59 0.082
2457328.94097 16.542 0.1175 0.927 0.1
2457316.87864 16.659 0.12841 0.803 0.095
2457212.10856 16.379 0.10894 1.039 0.104
2457020.74594 16.464 0.11209 0.996 0.103
2456918.06981 16.357 0.10744 1.06 0.105
2456913.95053 16.644 0.12736 0.814 0.095
2456902.9584 16.701 0.12862 0.801 0.095
2456896.96692 16.748 0.13459 0.74 0.092
2456827.06851 16.939 99.99 0.359 0.129
2458409.7995 15.909 0.07713 1.661 0.118
2458295.03166 16.51 0.11799 0.921 0.1
2457587.06995 16.262 0.0985 1.2 0.109
2457576.10237 16.4 0.11037 1.019 0.103
2457386.72352 16.644 0.12736 0.814 0.095
2457342.77964 17.275 99.99 0.465 0.094
2457311.88407 16.651 0.12512 0.838 0.096
2457031.73608 16.808 0.13603 0.725 0.091
2456864.0123 16.783 0.13431 0.743 0.092
2456835.0528 16.625 0.12603 0.829 0.096
2457761.72668 16.169 0.09253 1.307 0.111
2458377.79551 16.755 0.13237 0.762 0.093
2458096.82596 16.516 0.11841 0.916 0.1
2457688.88618 17.369 0.16848 0.433 0.067
2457372.80912 16.619 0.12561 0.833 0.096
2456917.07946 17.328 0.16674 0.45 0.069
2456894.97314 16.634 0.12666 0.822 0.096
2456485.94661 16.959 0.14862 0.609 0.083
2456233.78984 16.209 0.09759 1.216 0.109
2457185.09325 16.403 0.11058 1.017 0.103
2457023.77339 16.836 99.99 0.578 0.141
2457008.78375 16.886 0.14132 0.675 0.088
2456920.04989 16.132 0.09022 1.353 0.112
2456820.07795 16.084 0.08728 1.414 0.114
2457398.71584 16.646 0.1275 0.812 0.095
2457307.87889 16.494 0.11417 0.969 0.102
2456970.91015 16.914 0.14318 0.658 0.087
2456967.91067 16.046 0.08734 1.412 0.113
2456869.94653 16.497 0.11709 0.933 0.1
2456822.06319 16.252 99.99 0.906 0.242
2458362.05165 16.241 0.09713 1.223 0.109
2457979.06591 16.045 0.08493 1.465 0.114
2457914.06913 16.605 0.1219 0.875 0.098
2457688.88606 16.664 0.12876 0.799 0.095
2457680.91283 16.514 0.11827 0.918 0.1
2457614.94402 16.7 0.13126 0.773 0.093
2457536.10205 16.908 0.14535 0.638 0.085
2457403.71754 16.776 0.13651 0.721 0.091
2456474.03072 16.392 0.10983 1.027 0.104
2458449.73853 16.549 0.12072 0.889 0.099
2458116.75676 16.933 99.99 0.592 0.129
2457359.79049 16.834 0.14044 0.683 0.088
2457284.99774 16.814 0.13644 0.722 0.091
2457223.04965 16.83 0.14017 0.686 0.088
2457178.10136 16.595 0.12393 0.852 0.097
2456910.94612 15.69 0.06583 2.031 0.123
2456813.08543 16.78 0.1341 0.744 0.092
