id,star_id,hjd,camera,mag,mag_err,flux,flux_err,created_at,updated_at
0324d9ca-5efb-50e8-abcc-45d204e76fa4,885aae98-102b-5794-a60a-e2c0b55ec984,2458036.98193,bb,15.013,0.04062,3.791,0.142,2019-08-21 15:31:38 UTC,2019-08-21 15:31:38 UTC
032983a4-6650-5fcf-ba1f-4cf4333427cd,885aae98-102b-5794-a60a-e2c0b55ec984,2457587.0702,bb,14.81,0.03559,4.572,0.15,2019-08-21 15:31:38 UTC,2019-08-21 15:31:38 UTC
04e34a45-1bb1-5e90-ab4e-d34d6143203d,885aae98-102b-5794-a60a-e2c0b55ec984,2457328.94083,bb,14.94,0.0387,4.053,0.144,2019-08-21 15:31:38 UTC,2019-08-21 15:31:38 UTC
052007ea-7344-5062-9827-d0366f41f51a,885aae98-102b-5794-a60a-e2c0b55ec984,2456788.11859,bb,14.869,0.03695,4.33,0.147,2019-08-21 15:31:38 UTC,2019-08-21 15:31:38 UTC
0b43da19-be40-5faa-90cb-5c61b411b97f,885aae98-102b-5794-a60a-e2c0b55ec984,2457366.7842,bb,14.938,0.03865,4.062,0.144,2019-08-21 15:31:38 UTC,2019-08-21 15:31:38 UTC
0ed18b6c-f866-5159-906c-25b15835e3a1,885aae98-102b-5794-a60a-e2c0b55ec984,2457935.02491,bb,14.867,0.0369,4.337,0.147,2019-08-21 15:31:38 UTC,2019-08-21 15:31:38 UTC
0fce279c-c4d2-50b6-8d4c-bbaed38e0c15,885aae98-102b-5794-a60a-e2c0b55ec984,2458037.9698,bb,14.965,0.03934,3.961,0.143,2019-08-21 15:31:38 UTC,2019-08-21 15:31:38 UTC
11225c62-621f-58ec-8e2d-9eaee1beff67,885aae98-102b-5794-a60a-e2c0b55ec984,2456835.0528,bb,14.941,0.03872,4.052,0.144,2019-08-21 15:31:38 UTC,2019-08-21 15:31:38 UTC
13813b82-597b-5d47-94b4-39152d8d785c,885aae98-102b-5794-a60a-e2c0b55ec984,2458060.74527,bb,14.921,0.03822,4.127,0.145,2019-08-21 15:31:38 UTC,2019-08-21 15:31:38 UTC
13b079d1-2d1b-5228-826d-50159492f758,885aae98-102b-5794-a60a-e2c0b55ec984,2456971.84463,bb,15.027,0.04101,3.743,0.141,2019-08-21 15:31:38 UTC,2019-08-21 15:31:38 UTC
187d001c-4794-59e6-adf4-98c1a55474d3,885aae98-102b-5794-a60a-e2c0b55ec984,2456820.07821,bb,14.9,0.0377,4.206,0.146,2019-08-21 15:31:38 UTC,2019-08-21 15:31:38 UTC
1adf1ee7-201f-5061-9d91-0b43733560dc,885aae98-102b-5794-a60a-e2c0b55ec984,2457392.74814,bb,14.841,0.03629,4.442,0.148,2019-08-21 15:31:38 UTC,2019-08-21 15:31:38 UTC
1b0c6525-bc1f-5d02-af46-b12fac57905f,885aae98-102b-5794-a60a-e2c0b55ec984,2458428.84927,bb,14.866,0.03688,4.34,0.147,2019-08-21 15:31:38 UTC,2019-08-21 15:31:38 UTC
1bc33a71-7197-53d5-ab4d-f0f8dfb5fad3,885aae98-102b-5794-a60a-e2c0b55ec984,2457941.01377,bb,14.825,0.03593,4.507,0.149,2019-08-21 15:31:38 UTC,2019-08-21 15:31:38 UTC
1cfa21aa-44b1-5889-8868-6da188bfaa70,885aae98-102b-5794-a60a-e2c0b55ec984,2456863.02493,bb,14.983,0.03982,3.896,0.143,2019-08-21 15:31:38 UTC,2019-08-21 15:31:38 UTC
1d068a77-a59f-58ed-bf80-b680ecbdfcb2,885aae98-102b-5794-a60a-e2c0b55ec984,2458064.92628,bb,14.87,0.03697,4.325,0.147,2019-08-21 15:31:38 UTC,2019-08-21 15:31:38 UTC
1d618239-634f-5ba1-8677-2cd89f335c6c,885aae98-102b-5794-a60a-e2c0b55ec984,2457569.0299,bb,14.911,0.03797,4.162,0.145,2019-08-21 15:31:38 UTC,2019-08-21 15:31:38 UTC
1d88a894-d74d-5acb-b82a-26cceb9c41e3,885aae98-102b-5794-a60a-e2c0b55ec984,2456539.09198,bb,14.919,0.03817,4.134,0.145,2019-08-21 15:31:38 UTC,2019-08-21 15:31:38 UTC
1dd890a4-9f54-513f-a298-3126ddc8aabc,885aae98-102b-5794-a60a-e2c0b55ec984,2457735.8204,bb,15.102,0.04316,3.493,0.139,2019-08-21 15:31:38 UTC,2019-08-21 15:31:38 UTC
1e794106-9cea-5a08-9af7-6b9c12591d73,885aae98-102b-5794-a60a-e2c0b55ec984,2457228.03326,bb,14.958,0.03916,3.986,0.144,2019-08-21 15:31:38 UTC,2019-08-21 15:31:38 UTC
1e8828c8-cc9b-55b9-bd52-d94b8bcee83d,885aae98-102b-5794-a60a-e2c0b55ec984,2457992.94145,bb,14.869,0.03695,4.326,0.147,2019-08-21 15:31:38 UTC,2019-08-21 15:31:38 UTC
1f785051-8035-5e57-9244-dc33eb9eb356,885aae98-102b-5794-a60a-e2c0b55ec984,2456881.98338,bb,14.899,0.03767,4.209,0.146,2019-08-21 15:31:38 UTC,2019-08-21 15:31:38 UTC
20bed048-bafb-5305-a77a-c68d04fa290e,885aae98-102b-5794-a60a-e2c0b55ec984,2457561.06113,bb,14.972,0.03953,3.935,0.143,2019-08-21 15:31:38 UTC,2019-08-21 15:31:38 UTC
