id,star_id,hjd,camera,mag,mag_err,flux,flux_err,created_at,updated_at
00281f02-67c8-51e2-b8d1-9877bafe7ccf,0125aaa5-2e82-5224-8d19-d93ce7aa6dbb,2457218.77401,bf,8.758,0.02,1203.779,22.15,2019-09-30 16:54:30 UTC,2019-09-30 16:54:30 UTC
018c5823-75da-58ca-8b58-990ab0fc3b89,0125aaa5-2e82-5224-8d19-d93ce7aa6dbb,2458360.7457,bf,8.764,0.02,1197.372,22.032,2019-09-30 16:54:29 UTC,2019-09-30 16:54:29 UTC
020ae215-f28d-5cab-8695-30ed2410865b,0125aaa5-2e82-5224-8d19-d93ce7aa6dbb,2457914.86762,bf,9.045,0.02,924.223,17.006,2019-09-30 16:54:33 UTC,2019-09-30 16:54:33 UTC
022426d3-bf03-56f8-817a-47f78ee5d63c,0125aaa5-2e82-5224-8d19-d93ce7aa6dbb,2457334.58777,bf,8.837,0.02,1119.483,20.598,2019-09-30 16:54:30 UTC,2019-09-30 16:54:30 UTC
03119b32-b211-5f87-b34a-bc21ac6f0e5a,0125aaa5-2e82-5224-8d19-d93ce7aa6dbb,2457688.64587,bf,9.022,0.02,944.124,17.372,2019-09-30 16:54:46 UTC,2019-09-30 16:54:46 UTC
035fa7a5-80f0-5c26-a1fd-bc5b68303141,0125aaa5-2e82-5224-8d19-d93ce7aa6dbb,2457269.61722,bf,9.282,0.02,743.359,13.678,2019-09-30 16:54:36 UTC,2019-09-30 16:54:36 UTC
03e62bee-2885-5ab5-a3ac-09d6bbec2fa3,0125aaa5-2e82-5224-8d19-d93ce7aa6dbb,2458104.64491,bf,9.022,0.02,944.609,17.381,2019-09-30 16:54:18 UTC,2019-09-30 16:54:18 UTC
042db4bf-e7ac-5faa-9c1d-d44f9ddc4de1,0125aaa5-2e82-5224-8d19-d93ce7aa6dbb,2457354.647,be,8.94,0.02,1027.892,18.913,2019-09-30 16:54:35 UTC,2019-09-30 16:54:35 UTC
049e9b5b-041b-5c1b-99d4-2eb6c554d1dc,0125aaa5-2e82-5224-8d19-d93ce7aa6dbb,2457576.78253,be,8.882,0.02,1083.272,19.932,2019-09-30 16:54:30 UTC,2019-09-30 16:54:30 UTC
07100344-7241-513a-960d-f6cc104883b1,0125aaa5-2e82-5224-8d19-d93ce7aa6dbb,2457955.78618,bf,8.981,0.02,980.698,18.045,2019-09-30 16:54:37 UTC,2019-09-30 16:54:37 UTC
071ba607-aa45-5f3c-8a89-2535a8610bda,0125aaa5-2e82-5224-8d19-d93ce7aa6dbb,2457220.70783,be,8.811,0.02,1157.357,21.295,2019-09-30 16:54:29 UTC,2019-09-30 16:54:29 UTC
08147754-c3de-5219-969e-7314651e19b1,0125aaa5-2e82-5224-8d19-d93ce7aa6dbb,2456909.66762,be,8.869,0.02,1097.133,20.187,2019-09-30 16:54:37 UTC,2019-09-30 16:54:37 UTC
081e4f4a-7fe0-5cf2-aaa2-299841ad2328,0125aaa5-2e82-5224-8d19-d93ce7aa6dbb,2456828.87791,bf,8.828,0.02,1128.927,20.772,2019-09-30 16:54:30 UTC,2019-09-30 16:54:30 UTC
0825b709-2092-54a2-8652-f3402364e936,0125aaa5-2e82-5224-8d19-d93ce7aa6dbb,2458096.53674,bf,8.913,0.02,1044.261,19.214,2019-09-30 16:54:27 UTC,2019-09-30 16:54:27 UTC
083a8a24-047a-5d0d-a5a6-410bb41d1798,0125aaa5-2e82-5224-8d19-d93ce7aa6dbb,2457566.8334,be,8.977,0.02,993.774,18.285,2019-09-30 16:54:30 UTC,2019-09-30 16:54:30 UTC
