id,star_id,hjd,camera,mag,mag_err,flux,flux_err,created_at,updated_at
002e8d49-185b-58f1-91a3-2c5e4e02792c,0b35e4d2-6d56-51a3-95a7-3db25e026a9b,2458088.58322,bg,15.102,0.04211,3.611,0.14,2019-09-30 16:56:30 UTC,2019-09-30 16:56:30 UTC
00b7d366-ed82-5842-8412-e3c176488f56,0b35e4d2-6d56-51a3-95a7-3db25e026a9b,2458334.86674,bf,14.965,0.03934,3.961,0.143,2019-09-30 16:56:19 UTC,2019-09-30 16:56:19 UTC
00d07ed7-a29e-5fd5-b4b5-99eea5dbed89,0b35e4d2-6d56-51a3-95a7-3db25e026a9b,2458378.59857,bf,15.064,0.04205,3.617,0.14,2019-09-30 16:56:22 UTC,2019-09-30 16:56:22 UTC
014ebbe7-8d30-5769-8955-6f8e62a3db12,0b35e4d2-6d56-51a3-95a7-3db25e026a9b,2457251.93401,bf,14.909,0.03792,4.171,0.146,2019-09-30 16:56:25 UTC,2019-09-30 16:56:25 UTC
0188129b-cb41-5db2-8dfa-168a6b54e6d4,0b35e4d2-6d56-51a3-95a7-3db25e026a9b,2457268.64825,be,15.013,0.03854,4.078,0.145,2019-09-30 16:56:21 UTC,2019-09-30 16:56:21 UTC
01958e71-410c-56bf-8e39-df014b21146b,0b35e4d2-6d56-51a3-95a7-3db25e026a9b,2456888.74897,bf,15.108,0.04334,3.474,0.139,2019-09-30 16:56:22 UTC,2019-09-30 16:56:22 UTC
019a6816-93e0-5709-aed6-d1f290c221fc,0b35e4d2-6d56-51a3-95a7-3db25e026a9b,2458375.59745,bf,15.031,0.04112,3.727,0.141,2019-09-30 16:56:12 UTC,2019-09-30 16:56:12 UTC
01b1212f-46a8-5e4e-a934-2b1c0bffd86b,0b35e4d2-6d56-51a3-95a7-3db25e026a9b,2457712.73311,bf,15.131,0.04404,3.4,0.138,2019-09-30 16:56:19 UTC,2019-09-30 16:56:19 UTC
01d03250-61ac-5f36-804d-7d34699de764,0b35e4d2-6d56-51a3-95a7-3db25e026a9b,2457741.57738,bf,15.094,0.04293,3.52,0.139,2019-09-30 16:56:16 UTC,2019-09-30 16:56:16 UTC
03a94237-13be-5da7-a5a8-8372bfbb5a3c,0b35e4d2-6d56-51a3-95a7-3db25e026a9b,2457360.6814,bf,14.998,0.04022,3.844,0.142,2019-09-30 16:56:21 UTC,2019-09-30 16:56:21 UTC
04160a3f-c572-5a93-b86d-439e6d6c9998,0b35e4d2-6d56-51a3-95a7-3db25e026a9b,2457935.78783,bh,15.044,0.04054,3.801,0.142,2019-09-30 16:56:44 UTC,2019-09-30 16:56:44 UTC
