,id,source_id,asassn_name,other_names,raj2000,dej2000,l,b,mean_vmag,amplitude,period,variable_type,class_probability,lksl_statistic,rfr_score,epoch_hjd,gdr2_id,phot_g_mean_mag,e_phot_g_mean_mag,phot_bp_mean_mag,e_phot_bp_mean_mag,phot_rp_mean_mag,e_phot_rp_mean_mag,bp_rp,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,vt,dist,allwise_id,j_mag,e_j_mag,h_mag,e_h_mag,k_mag,e_k_mag,w1_mag,e_w1_mag,w2_mag,e_w2_mag,w3_mag,e_w3_mag,w4_mag,e_w4_mag,j_k,w1_w2,w3_w4,apass_dr9_id,apass_vmag,e_apass_vmag,apass_bmag,e_apass_bmag,apass_gpmag,e_apass_gpmag,apass_rpmag,e_apass_rpmag,apass_ipmag,e_apass_ipmag,b_v,e_b_v,vector_x,vector_y,vector_z,reference,periodic,classified,asassn_discovery,created_at,updated_at,edr3_source_id,galex_id,FUVmag,e_FUVmag,NUVmag,e_NUVmag,tic_id,pm,ruwe
439,002a0627-c137-532f-ba45-280f12d68716,343003,ASASSN-V J162846.94-523043.0,GDS_J1628469-523043,247.19557000000003,-52.51195,332.60028,-2.6377,14.38,0.08,5.3141745,SR,1.0,0.91,0.54,2457786.86272,5933757117794852864,14.335779999999998,0.007092,17.940727,0.044311,12.798869,0.019015,5.141858,-0.1765,0.0686,-2.5745,-4.487,0.08199999999999999,-3.5789999999999997,0.065,3.57131257005943,7617.775390000001,J162846.92-523043.1,9.669,0.022000000000000002,8.407,0.044000000000000004,7.877000000000001,0.017,7.537999999999999,0.024,7.444,0.019,7.041,0.023,6.68,0.111,1.7919999999999998,0.094,0.361,,,,,,,,,,,,,1.5490000000000002,-0.23588379392320602,-0.56102394278226,-0.7934802904858079,The ASAS-SN Catalog of Variable Stars: II,True,True,False,2019-04-16 09:55:25 UTC,2021-08-05 16:36:25 UTC,EDR3 5933757117794852608,,,,,,TIC 10941548,5.74,1.099
