,solution_id,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_good_obs_ac,astrometric_n_bad_obs_al,astrometric_n_bad_obs_ac,astrometric_delta_q,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_primary_flag,astrometric_relegation_factor,astrometric_weight_al,astrometric_weight_ac,astrometric_priors_used,matched_observations,duplicated_source,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_variable_flag,l,b,ecl_lon,ecl_lat
265,1635378410781933568,21303037976832,567815204,2015.0,44.870719055313174,38.451326557470104,0.3081237318737886,17.759264871195928,,,,,,,-0.99995,,,,,,,,,,62,0,62,0,0,0,,0.3914567836429865,3.5952721524235955,False,1.2880709,2.6738782000000003,,2,9,False,0.41304845,0.9741321,0.36361498,0.8985706,-156.99608,21.678074,-36.741978,21.721332999999998,62,4818.260067493598,8.357991188441321,16.31754447006186,NOT_AVAILABLE,176.4883780474691,-48.78105738507828,42.50120962295711,-16.003583092777724
